TIRF Data File: Project 1320; Run 125
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
143.560	25.02	483.20	-0.017	0.024	10.039	8.701	12.03	622.99	1.62	-246.42	-3.82	55.68	-2.53	-0.01	99.42	159.17	171.18	195.92	79.99	0.154	0.178
143.580	25.00	482.81	-0.027	0.025	10.039	8.704	12.03	617.85	0.15	-242.39	-15.73	56.26	-2.55	0.00	99.35	159.09	171.12	195.92	80.00	0.153	0.178
143.600	24.99	482.42	-0.018	0.022	10.038	8.706	12.01	612.21	-1.73	-240.83	-19.72	44.95	-2.54	0.01	99.39	159.11	171.09	195.90	79.99	0.153	0.178
143.620	24.99	482.15	-0.022	0.015	10.040	8.710	12.01	618.63	-2.16	-243.04	-14.90	39.70	-2.55	0.01	99.42	159.17	171.12	195.90	80.01	0.153	0.177
143.640	24.99	481.76	-0.024	0.018	10.039	8.717	12.03	622.11	-0.88	-245.13	-7.01	38.48	-2.54	0.00	99.35	159.19	171.18	195.87	79.98	0.152	0.176
143.660	24.97	481.21	-0.018	0.025	10.038	8.722	12.01	621.74	0.08	-247.12	-1.22	44.26	-2.52	0.00	99.28	159.19	171.15	195.90	80.00	0.151	0.175
143.680	24.98	480.39	-0.015	0.017	10.040	8.739	12.01	621.98	-0.53	-246.58	-4.02	56.34	-2.52	0.00	99.28	159.17	171.09	195.90	79.97	0.149	0.173
143.700	25.00	479.72	-0.018	0.024	10.037	8.758	12.02	615.34	0.02	-242.87	-13.91	58.56	-2.53	0.00	99.28	159.17	171.12	195.87	80.00	0.146	0.171
143.720	24.99	479.10	-0.024	0.021	10.039	8.766	12.02	610.05	-1.09	-239.74	-19.98	50.11	-2.54	0.00	99.28	159.17	171.04	195.82	79.99	0.145	0.169
143.740	24.98	478.63	-0.019	0.021	10.039	8.770	12.02	614.30	-2.64	-242.05	-16.16	42.57	-2.54	0.01	99.21	159.17	171.01	195.84	80.00	0.145	0.169
143.760	24.96	478.08	-0.018	0.022	10.037	8.776	12.02	616.39	-1.51	-244.89	-8.45	36.80	-2.52	0.01	99.21	159.14	171.09	195.84	80.00	0.144	0.168
143.780	24.96	477.50	-0.021	0.025	10.038	8.787	12.01	618.93	-0.84	-248.31	0.20	40.35	-2.49	0.00	99.11	159.17	171.09	195.82	79.98	0.142	0.167
143.800	24.97	476.68	-0.021	0.022	10.038	8.804	12.03	621.07	-0.37	-248.71	0.03	52.32	-2.50	0.00	99.11	159.24	171.09	195.84	80.02	0.140	0.165
143.820	24.97	475.78	-0.021	0.017	10.039	8.819	12.02	613.76	-0.23	-244.62	-9.91	56.61	-2.51	0.00	99.21	159.22	171.09	195.84	79.98	0.138	0.162
143.840	24.95	475.00	-0.019	0.015	10.039	8.830	12.01	607.01	-1.21	-240.57	-18.99	53.96	-2.52	0.01	99.25	159.17	171.04	195.84	80.01	0.137	0.161
143.860	24.96	474.49	-0.019	0.021	10.038	8.840	12.01	605.07	-1.84	-241.51	-17.81	43.72	-2.51	0.01	99.18	159.09	170.98	195.79	79.98	0.135	0.160
143.880	24.96	474.14	-0.018	0.024	10.037	8.848	12.01	608.51	-2.29	-244.97	-11.40	36.83	-2.48	0.01	99.18	159.09	170.98	195.77	80.00	0.134	0.159
143.900	24.97	473.59	-0.021	0.021	10.039	8.862	12.02	617.08	-1.31	-248.01	-3.42	42.69	-2.49	0.01	99.35	159.14	170.92	195.79	80.00	0.133	0.157
143.920	24.98	472.85	-0.022	0.021	10.039	8.878	12.02	618.71	0.12	-249.11	1.03	48.51	-2.48	0.00	99.39	159.14	170.98	195.69	79.99	0.131	0.155
143.940	24.98	471.91	-0.021	0.022	10.040	8.897	12.01	617.70	0.69	-246.59	-6.52	57.14	-2.50	0.00	99.46	159.11	170.90	195.71	80.01	0.128	0.152
143.960	24.98	470.93	-0.012	0.022	10.038	8.916	12.01	613.34	0.16	-242.16	-16.94	57.99	-2.53	0.00	99.49	159.06	170.78	195.64	79.97	0.126	0.150
143.980	25.00	470.11	-0.018	0.027	10.039	8.939	12.01	606.53	-1.71	-241.34	-17.84	45.14	-2.51	0.01	99.42	159.03	170.70	195.58	80.02	0.123	0.147
144.000	25.00	469.37	-0.017	0.022	10.040	8.952	12.02	609.74	-3.39	-243.76	-13.75	38.08	-2.50	0.01	99.42	159.03	170.67	195.61	79.98	0.121	0.145
144.020	25.00	468.62	-0.019	0.021	10.039	8.964	12.02	616.95	-2.42	-246.69	-5.95	38.88	-2.50	0.01	99.56	159.03	170.61	195.56	80.02	0.120	0.144
144.040	24.98	467.65	-0.021	0.025	10.040	8.979	12.01	618.43	-0.05	-249.54	2.24	42.50	-2.48	0.00	99.67	159.01	170.61	195.48	79.99	0.118	0.142
144.060	24.99	466.71	-0.018	0.022	10.041	8.998	12.02	620.02	0.40	-247.42	-2.50	54.04	-2.51	0.00	99.67	158.95	170.50	195.43	79.99	0.116	0.139
144.080	24.98	465.69	-0.024	0.021	10.042	9.017	12.03	617.13	-0.61	-241.73	-15.54	59.72	-2.55	0.00	99.71	158.90	170.44	195.35	80.01	0.114	0.137
144.100	24.99	464.79	-0.021	0.021	10.042	9.035	12.03	609.47	-0.31	-238.85	-20.35	50.89	-2.55	0.00	99.64	158.82	170.30	195.30	79.99	0.111	0.135
144.120	24.98	463.94	-0.025	0.021	10.042	9.048	12.02	612.53	-1.86	-241.53	-16.52	41.99	-2.54	0.01	99.67	158.74	170.24	195.27	80.02	0.110	0.133
144.140	24.96	463.31	-0.021	0.024	10.042	9.055	12.01	618.76	-2.46	-246.12	-9.04	38.44	-2.51	0.01	99.42	158.69	170.10	195.17	79.97	0.109	0.132
144.160	24.97	462.49	-0.017	0.021	10.042	9.073	12.02	619.91	-0.68	-248.54	-0.73	39.97	-2.49	0.00	99.64	158.64	170.10	195.17	80.01	0.107	0.130
144.180	24.98	461.47	-0.019	0.021	10.042	9.099	12.02	621.53	0.43	-249.31	2.55	50.10	-2.49	0.00	99.71	158.51	169.96	195.06	79.99	0.104	0.127
144.200	24.99	460.53	-0.019	0.025	10.041	9.120	12.02	620.61	1.76	-244.95	-6.61	57.43	-2.53	-0.01	99.71	158.51	169.90	195.01	80.01	0.101	0.124
144.220	24.98	459.68	-0.018	0.025	10.040	9.133	12.03	617.60	0.13	-240.24	-18.73	54.81	-2.57	0.00	99.67	158.38	169.82	194.88	79.99	0.099	0.123
144.240	24.96	458.85	-0.019	0.022	10.041	9.141	12.01	617.22	-1.74	-240.31	-19.94	46.84	-2.57	0.01	99.64	158.22	169.68	194.85	79.99	0.098	0.121
144.260	24.95	458.19	-0.019	0.027	10.042	9.154	12.02	618.17	-1.88	-244.15	-13.36	37.04	-2.53	0.01	99.49	158.11	169.59	194.80	79.99	0.097	0.120
144.280	24.95	457.45	-0.021	0.021	10.042	9.166	12.01	622.58	-2.13	-247.41	-6.06	37.53	-2.52	0.01	99.49	158.09	169.51	194.70	79.99	0.095	0.118
144.300	24.95	456.67	-0.018	0.025	10.043	9.181	12.02	625.22	-1.33	-249.51	-0.15	45.55	-2.51	0.01	99.53	157.98	169.45	194.70	80.01	0.094	0.117
144.320	24.94	455.77	-0.019	0.017	10.044	9.196	12.02	622.00	0.57	-248.19	-1.92	52.05	-2.51	0.00	99.56	157.98	169.31	194.57	79.98	0.092	0.115
144.340	24.94	454.95	-0.021	0.017	10.043	9.215	12.00	618.77	1.44	-242.82	-13.84	59.25	-2.55	-0.01	99.53	157.88	169.25	194.49	80.02	0.090	0.113
144.360	24.95	454.32	-0.018	0.018	10.044	9.231	12.03	610.39	1.72	-239.10	-20.43	52.78	-2.55	-0.01	99.21	157.67	169.05	194.41	79.99	0.088	0.111
144.380	24.96	453.97	-0.024	0.021	10.045	9.240	12.02	605.97	-1.07	-241.13	-17.25	39.46	-2.51	0.00	99.00	157.53	168.94	194.31	79.99	0.087	0.110
144.400	24.96	453.62	-0.022	0.022	10.042	9.248	12.01	612.83	-2.92	-245.47	-10.96	38.45	-2.50	0.01	99.60	157.53	168.85	194.20	80.00	0.086	0.109
144.420	24.96	453.11	-0.019	0.027	10.043	9.259	12.02	615.35	-0.55	-248.46	-2.56	39.26	-2.48	0.00	99.56	157.35	168.77	194.12	79.98	0.085	0.107
144.440	24.98	452.56	-0.015	0.021	10.042	9.276	12.01	614.42	0.76	-249.78	2.50	45.33	-2.46	0.00	99.53	157.35	168.66	193.97	80.01	0.083	0.105
144.460	25.00	451.74	-0.027	0.017	10.044	9.302	12.02	615.96	0.73	-246.64	-5.04	58.03	-2.50	0.00	99.53	157.22	168.51	193.91	79.97	0.080	0.102
144.480	25.02	450.84	-0.021	0.024	10.044	9.327	12.04	607.82	0.01	-240.21	-18.39	57.15	-2.53	0.00	99.49	157.17	168.34	193.78	80.02	0.077	0.099
144.500	25.01	450.02	-0.018	0.017	10.045	9.340	12.02	600.39	-0.59	-238.71	-21.11	48.99	-2.52	0.00	99.53	157.09	168.26	193.65	79.99	0.075	0.098
144.520	25.00	449.47	-0.019	0.021	10.044	9.347	12.03	601.37	-2.13	-242.62	-15.67	42.11	-2.48	0.01	99.35	156.96	168.14	193.60	80.00	0.074	0.097
144.540	25.00	448.89	-0.019	0.022	10.044	9.360	12.03	601.64	-3.33	-247.39	-8.30	37.81	-2.43	0.01	99.88	156.85	168.06	193.42	79.99	0.073	0.095
144.560	25.01	448.18	-0.019	0.024	10.044	9.378	12.02	603.46	-2.36	-250.02	-1.50	43.73	-2.41	0.01	99.46	156.74	167.95	193.29	79.99	0.071	0.093
144.580	25.01	447.29	-0.022	0.021	10.045	9.399	12.02	603.35	0.32	-249.93	1.86	53.16	-2.41	0.00	99.46	156.77	167.92	193.24	80.00	0.069	0.091
144.600	25.01	446.35	-0.018	0.017	10.045	9.417	12.01	596.51	2.01	-245.44	-7.12	58.16	-2.43	-0.01	99.32	156.59	167.78	193.08	79.98	0.067	0.089
144.620	25.00	445.61	-0.019	0.021	10.046	9.430	12.02	589.64	0.23	-240.42	-18.62	56.59	-2.45	0.00	99.35	156.53	167.63	192.95	80.02	0.065	0.087
144.640	25.00	444.94	-0.017	0.028	10.044	9.445	12.01	581.85	-1.80	-241.77	-17.46	45.19	-2.41	0.01	99.49	156.40	167.46	192.90	79.97	0.063	0.085
144.660	25.01	444.35	-0.025	0.021	10.045	9.461	12.02	578.88	-3.29	-245.09	-12.33	37.42	-2.36	0.01	99.07	156.22	167.29	192.77	80.00	0.062	0.084
144.680	25.03	443.81	-0.021	0.022	10.045	9.478	12.03	579.61	-3.25	-249.12	-5.04	39.21	-2.33	0.01	99.39	156.19	167.21	192.66	79.99	0.060	0.082
144.700	25.01	443.10	-0.022	0.015	10.047	9.486	12.01	575.85	-1.61	-251.25	2.25	42.05	-2.29	0.01	99.32	156.01	167.10	192.58	79.99	0.059	0.081
144.720	25.00	442.48	-0.018	0.021	10.047	9.496	12.01	573.94	0.08	-248.98	-0.23	51.55	-2.31	0.00	99.35	155.96	166.95	192.40	80.00	0.058	0.080
144.740	25.00	441.78	-0.014	0.024	10.048	9.512	12.03	572.46	1.25	-243.13	-11.50	60.03	-2.35	-0.01	99.32	155.75	166.78	192.32	79.98	0.056	0.078
144.760	25.00	441.07	-0.019	0.025	10.047	9.527	12.02	563.63	0.75	-239.85	-18.89	53.63	-2.35	0.00	99.32	155.67	166.67	192.17	80.01	0.055	0.076
144.780	24.99	440.49	-0.022	0.021	10.048	9.535	12.02	557.78	-2.33	-241.13	-17.99	42.89	-2.31	0.01	99.35	155.48	166.47	192.09	79.97	0.054	0.075
144.800	24.98	439.94	-0.021	0.021	10.049	9.542	12.02	559.00	-4.47	-245.85	-10.99	38.53	-2.27	0.02	99.42	155.30	166.30	191.85	80.02	0.053	0.074
144.820	24.98	439.31	-0.022	0.021	10.049	9.557	12.01	558.06	-1.62	-248.00	-3.21	38.45	-2.25	0.01	99.49	155.17	166.10	191.72	79.97	0.051	0.073
144.840	24.98	438.61	-0.022	0.031	10.047	9.572	12.02	556.63	0.58	-250.51	3.30	44.51	-2.22	0.00	99.46	155.06	165.99	191.59	80.01	0.050	0.071
144.860	24.99	437.79	-0.019	0.022	10.048	9.592	12.02	555.26	1.06	-248.38	-0.41	54.60	-2.24	0.00	99.49	154.93	165.79	191.41	79.99	0.048	0.069
144.880	24.99	436.97	-0.019	0.017	10.049	9.613	12.03	548.54	1.64	-242.34	-12.44	56.52	-2.26	-0.01	99.46	154.72	165.65	191.28	79.99	0.045	0.067
144.900	24.99	436.23	-0.019	0.022	10.049	9.627	12.03	539.91	1.29	-238.74	-18.34	50.40	-2.26	-0.01	99.53	154.51	165.48	191.12	80.01	0.044	0.065
144.920	24.99	435.52	-0.017	0.021	10.050	9.645	12.02	534.07	-0.22	-240.70	-14.93	40.06	-2.22	0.00	99.49	154.40	165.25	191.02	79.97	0.042	0.063
144.940	25.00	435.01	-0.021	0.021	10.050	9.658	12.02	532.85	-2.68	-244.73	-9.64	33.75	-2.18	0.01	99.53	154.19	165.08	190.84	80.01	0.041	0.061
144.960	24.99	434.43	-0.019	0.021	10.049	9.668	12.01	534.27	-2.32	-248.94	-2.24	37.09	-2.15	0.01	99.56	154.09	164.97	190.73	79.98	0.039	0.060
144.980	24.99	433.65	-0.021	0.022	10.050	9.686	12.02	530.75	1.15	-249.76	3.89	42.81	-2.13	0.00	99.67	153.90	164.74	190.57	80.01	0.038	0.058
145.000	24.98	432.79	-0.021	0.021	10.049	9.700	12.02	525.45	2.09	-247.04	0.01	51.51	-2.13	-0.01	99.78	153.82	164.54	190.50	79.98	0.036	0.057
145.020	24.98	431.97	-0.019	0.027	10.048	9.717	12.03	520.85	1.06	-240.79	-12.89	57.77	-2.16	0.00	99.78	153.67	164.35	190.26	80.00	0.034	0.055
145.040	24.98	431.22	-0.014	0.025	10.050	9.735	12.03	511.03	0.58	-236.06	-19.98	48.12	-2.16	0.00	99.67	153.51	164.15	190.11	80.01	0.032	0.053
145.060	24.96	430.64	-0.021	0.017	10.048	9.742	12.03	506.63	-0.75	-238.59	-15.07	37.35	-2.12	0.00	99.71	153.25	163.95	189.92	79.98	0.031	0.052
145.080	24.94	430.05	-0.019	0.018	10.050	9.748	12.01	507.05	-1.49	-243.56	-7.66	36.16	-2.08	0.01	99.67	153.17	163.81	189.77	80.01	0.031	0.052
145.100	24.93	429.39	-0.019	0.015	10.050	9.756	12.02	500.92	-0.79	-246.34	-0.49	34.80	-2.03	0.00	99.25	152.93	163.64	189.64	79.98	0.030	0.051
145.120	24.92	428.60	-0.021	0.024	10.048	9.773	12.02	496.70	-0.77	-247.48	4.73	41.82	-2.01	0.00	99.74	152.88	163.47	189.45	80.02	0.028	0.049
145.140	24.94	427.94	-0.021	0.046	10.046	9.794	12.01	492.89	0.86	-243.92	0.06	52.51	-2.02	0.00	99.53	152.67	163.27	189.32	79.99	0.026	0.047
145.160	24.95	427.20	-0.022	0.021	10.049	9.815	12.01	482.35	2.77	-237.84	-10.04	51.76	-2.03	-0.01	99.53	152.46	163.10	189.11	80.00	0.024	0.044
145.180	24.93	426.65	-0.021	0.021	10.049	9.822	12.01	472.56	1.37	-235.07	-14.59	44.67	-2.01	-0.01	99.64	152.35	162.87	188.93	80.00	0.023	0.044
145.200	24.92	426.22	-0.021	0.022	10.045	9.826	12.00	465.11	-0.47	-237.97	-11.56	34.50	-1.95	0.00	99.28	152.11	162.64	188.80	79.99	0.022	0.043
145.220	24.91	425.87	-0.021	0.024	10.044	9.832	12.02	462.38	-2.78	-241.94	-7.50	30.49	-1.91	0.01	99.21	151.96	162.50	188.62	80.01	0.021	0.043
145.240	24.91	425.36	-0.012	0.024	10.043	9.843	12.02	461.88	-2.43	-245.04	-2.26	35.90	-1.88	0.01	99.14	151.83	162.33	188.49	79.98	0.020	0.042
145.260	24.91	424.77	-0.021	0.027	10.042	9.855	12.02	453.86	0.27	-246.22	3.59	39.74	-1.84	0.00	98.93	151.72	162.13	188.31	80.01	0.019	0.040
145.280	24.90	423.95	-0.021	0.022	10.041	9.872	12.02	446.39	0.61	-244.60	1.69	48.33	-1.82	0.00	99.35	151.51	161.99	188.15	79.98	0.017	0.038
145.300	24.91	423.45	-0.019	0.021	10.040	9.886	12.01	437.57	0.57	-238.31	-9.53	54.04	-1.84	0.00	99.14	151.33	161.74	187.94	80.01	0.016	0.037
145.320	24.92	422.78	-0.021	0.021	10.040	9.906	12.01	420.61	1.52	-235.25	-13.64	42.28	-1.79	-0.01	99.14	151.14	161.59	187.78	80.00	0.013	0.035
145.340	24.93	422.31	-0.018	0.022	10.037	9.921	12.02	410.88	-0.47	-238.00	-10.75	33.47	-1.73	0.00	99.14	150.98	161.34	187.63	79.99	0.012	0.033
145.360	24.93	421.88	-0.014	0.022	10.037	9.932	12.03	409.16	-2.47	-241.99	-7.51	33.11	-1.69	0.01	99.11	150.72	161.11	187.50	80.00	0.011	0.032
145.380	24.93	421.37	-0.021	0.022	10.035	9.944	12.03	401.65	-0.84	-246.16	0.28	31.00	-1.63	0.00	99.11	150.64	160.97	187.29	79.98	0.009	0.031
145.400	24.93	420.75	-0.017	0.025	10.034	9.960	12.01	393.04	-1.10	-246.28	5.39	37.19	-1.60	0.00	99.03	150.46	160.72	187.13	80.02	0.007	0.029
145.420	24.95	420.05	-0.015	0.022	10.034	9.984	12.03	383.96	-0.14	-243.25	2.24	47.42	-1.58	0.00	99.03	150.25	160.63	186.90	79.98	0.005	0.027
145.440	24.95	419.46	-0.012	0.021	10.035	9.996	12.02	370.62	1.25	-239.49	-5.91	48.53	-1.55	-0.01	99.03	150.06	160.43	186.66	80.01	0.004	0.026
145.460	24.94	418.83	-0.017	0.017	10.032	10.007	12.02	356.87	0.47	-236.07	-12.64	42.87	-1.51	0.00	99.11	149.85	160.18	186.37	79.98	0.002	0.025
145.480	24.92	418.37	-0.017	0.017	10.030	10.011	12.03	343.07	0.21	-236.56	-10.44	32.29	-1.45	0.00	99.11	149.64	159.95	186.14	80.01	0.002	0.024
145.500	24.92	418.05	-0.008	0.020	10.029	10.017	12.01	333.12	-2.07	-243.43	-4.07	26.58	-1.37	0.01	99.14	149.48	159.75	185.85	79.99	0.001	0.023
145.520	24.92	417.54	-0.011	0.022	10.028	10.030	12.01	326.55	-2.97	-247.55	0.06	30.16	-1.32	0.01	99.25	149.27	159.64	185.64	79.99	0.000	0.022
145.540	24.91	417.04	-0.019	0.017	10.027	10.037	12.02	316.30	-0.38	-249.20	7.07	32.72	-1.27	0.00	99.11	149.09	159.41	185.36	80.01	-0.001	0.021
145.560	24.89	416.45	-0.017	0.021	10.027	10.047	12.01	304.75	1.21	-247.99	8.07	41.14	-1.23	0.00	99.14	148.88	159.21	185.07	79.97	-0.002	0.020
145.580	24.88	415.86	-0.017	0.021	10.026	10.056	12.01	292.01	1.65	-241.35	-2.06	48.89	-1.21	-0.01	99.03	148.69	158.96	184.68	80.02	-0.003	0.019
145.600	24.88	415.36	-0.018	0.022	10.026	10.068	12.01	271.80	1.64	-234.89	-10.33	39.42	-1.16	-0.01	99.35	148.51	158.73	184.31	79.98	-0.004	0.018
145.620	24.89	414.89	-0.017	0.022	10.025	10.081	12.01	253.64	0.93	-234.99	-7.26	29.69	-1.08	0.00	99.14	148.27	158.45	184.00	80.00	-0.006	0.017
145.640	24.89	414.50	-0.012	0.021	10.022	10.090	12.01	243.53	-0.25	-237.98	-2.71	26.83	-1.02	0.00	99.07	148.09	158.28	183.64	79.97	-0.007	0.016
145.660	24.87	414.03	-0.017	0.017	10.020	10.097	12.02	231.74	-0.01	-242.61	3.27	21.52	-0.96	0.00	99.11	147.88	158.14	183.30	79.99	-0.008	0.015
145.680	24.86	413.52	-0.015	0.024	10.018	10.102	12.01	216.90	0.67	-245.52	10.00	24.95	-0.88	0.00	99.14	147.72	157.94	182.96	79.99	-0.008	0.015
145.700	24.84	412.93	-0.017	0.022	10.018	10.112	12.03	202.67	2.44	-244.41	10.73	34.70	-0.83	-0.01	99.25	147.51	157.71	182.62	79.97	-0.009	0.014
145.720	24.84	412.31	-0.017	0.025	10.017	10.127	12.02	185.96	3.84	-242.04	5.10	39.72	-0.77	-0.02	99.03	147.35	157.57	182.25	80.00	-0.011	0.012
145.740	24.83	411.80	-0.017	0.022	10.015	10.135	12.01	168.19	3.99	-236.81	-4.86	37.06	-0.71	-0.02	98.75	147.04	157.34	181.84	79.96	-0.012	0.012
145.760	24.82	411.33	-0.018	0.021	10.012	10.142	12.02	149.99	5.13	-234.66	-4.96	25.84	-0.64	-0.02	99.00	146.91	157.06	181.47	80.00	-0.013	0.011
145.780	24.83	410.98	-0.017	0.018	10.012	10.153	12.01	132.46	5.23	-238.86	1.48	18.47	-0.55	-0.02	99.46	146.67	156.89	181.13	79.97	-0.014	0.010
145.800	24.85	410.47	-0.017	0.024	10.008	10.174	12.02	118.06	4.64	-242.01	4.09	19.64	-0.49	-0.02	99.11	146.41	156.75	180.82	79.99	-0.016	0.008
145.820	24.86	409.96	-0.014	0.028	10.007	10.190	12.02	99.20	7.69	-245.39	12.57	17.39	-0.40	-0.03	98.65	146.25	156.52	180.45	79.98	-0.018	0.006
145.840	24.85	409.45	-0.008	0.025	10.006	10.200	12.01	79.16	8.11	-246.91	18.49	21.90	-0.32	-0.03	99.07	146.09	156.41	180.04	79.98	-0.019	0.005
145.860	24.84	408.95	-0.015	0.018	10.006	10.211	12.02	65.07	8.77	-244.09	13.57	33.64	-0.27	-0.04	99.00	145.88	156.24	179.67	79.99	-0.020	0.004
145.880	24.84	408.48	-0.018	0.021	10.005	10.219	12.02	45.31	10.77	-238.24	3.48	29.16	-0.19	-0.05	99.07	145.70	156.04	179.31	79.96	-0.021	0.003
145.900	24.84	407.97	-0.018	0.027	10.002	10.235	12.02	24.51	10.95	-236.00	2.51	18.46	-0.10	-0.05	99.07	145.51	155.87	178.94	80.00	-0.023	0.002
145.920	24.85	407.50	-0.012	0.018	10.000	10.250	12.02	9.70	11.05	-237.90	7.34	13.27	-0.04	-0.05	98.82	145.35	155.75	178.57	79.96	-0.024	0.000
145.940	24.83	407.03	-0.015	0.021	9.998	10.253	12.02	-2.02	11.71	-241.09	10.39	7.53	0.01	-0.05	99.03	145.25	155.64	178.18	80.00	-0.025	0.000
145.960	24.81	406.41	-0.017	0.021	9.996	10.259	12.02	-14.36	12.25	-244.23	16.04	6.12	0.06	-0.05	99.14	144.98	155.50	177.82	79.97	-0.026	-0.001
145.980	24.79	405.74	-0.019	0.022	9.994	10.267	12.01	-39.73	12.68	-246.31	23.57	9.87	0.16	-0.05	99.07	144.85	155.33	177.58	79.99	-0.027	-0.001
146.000	24.76	404.88	-0.018	0.021	9.993	10.279	12.02	-61.72	10.88	-245.37	21.90	18.18	0.25	-0.04	99.07	144.72	155.27	177.19	79.99	-0.028	-0.003
146.020	24.75	404.18	-0.017	-0.005	9.994	10.293	12.01	-76.12	10.62	-242.53	11.23	21.71	0.31	-0.04	99.03	144.62	155.07	176.88	79.97	-0.029	-0.004
146.040	24.72	403.44	-0.019	0.021	9.990	10.298	12.02	-96.85	13.03	-237.95	4.32	12.02	0.41	-0.05	99.00	144.41	154.93	176.57	80.00	-0.030	-0.004
146.060	24.68	402.73	-0.012	0.021	9.988	10.298	12.03	-117.82	14.04	-237.82	8.64	3.06	0.50	-0.06	98.96	144.35	154.79	176.28	79.97	-0.030	-0.004
146.080	24.65	401.99	-0.012	0.024	9.987	10.306	12.02	-128.42	11.89	-241.38	10.04	4.18	0.53	-0.05	98.96	144.17	154.59	175.99	80.00	-0.031	-0.005
146.100	24.63	401.09	-0.012	0.021	9.984	10.320	12.03	-138.09	12.09	-244.50	11.56	-0.74	0.56	-0.05	98.96	144.06	154.59	175.76	79.97	-0.033	-0.007
146.120	24.60	400.43	-0.012	0.036	9.982	10.324	12.02	-149.26	13.84	-247.57	20.45	-2.22	0.60	-0.06	98.93	143.96	154.56	175.52	79.99	-0.033	-0.007
146.140	24.57	399.68	-0.006	0.024	9.981	10.330	12.03	-155.85	13.63	-248.97	25.30	8.92	0.63	-0.05	98.89	143.85	154.36	175.34	79.99	-0.034	-0.008
146.160	24.55	399.18	-0.012	0.022	9.982	10.337	12.02	-166.78	13.44	-247.33	15.31	14.59	0.67	-0.05	98.57	143.80	154.34	175.11	79.98	-0.034	-0.008
146.180	24.54	398.71	-0.017	0.018	9.982	10.343	12.00	-181.02	11.85	-244.32	3.08	10.74	0.74	-0.05	98.79	143.67	154.28	174.90	80.00	-0.035	-0.009
146.200	24.53	398.28	-0.018	0.021	9.979	10.352	12.01	-193.96	12.97	-243.00	4.55	3.04	0.80	-0.05	98.75	143.49	154.11	174.69	79.97	-0.036	-0.010
146.220	24.53	397.85	-0.012	0.027	9.977	10.365	12.02	-210.27	13.49	-244.18	8.83	-3.97	0.86	-0.06	98.79	143.38	154.11	174.43	80.01	-0.037	-0.011
146.240	24.54	397.42	-0.015	0.024	9.976	10.377	12.01	-228.75	13.08	-244.64	8.80	-7.51	0.94	-0.05	98.68	143.25	154.05	174.19	79.97	-0.039	-0.012
146.260	24.56	396.87	-0.009	0.027	9.976	10.402	12.03	-247.82	13.47	-245.79	13.97	-9.34	1.01	-0.05	98.75	143.20	153.94	173.96	80.00	-0.041	-0.014
146.280	24.59	396.48	-0.008	0.027	9.975	10.425	12.03	-268.97	13.12	-247.73	21.61	-5.02	1.09	-0.05	98.86	143.09	153.97	173.70	79.98	-0.043	-0.017
146.300	24.62	396.13	-0.024	0.021	9.974	10.448	12.01	-288.14	10.68	-246.65	16.17	5.23	1.17	-0.04	98.79	142.93	153.94	173.49	79.99	-0.045	-0.019
146.320	24.67	395.85	-0.008	0.025	9.975	10.472	12.02	-310.81	9.71	-242.80	3.44	5.13	1.28	-0.04	99.03	142.91	153.77	173.17	79.99	-0.048	-0.021
146.340	24.71	395.70	-0.017	0.022	9.972	10.496	12.02	-336.74	10.23	-241.23	1.40	-4.21	1.40	-0.04	98.79	142.80	153.71	172.94	79.97	-0.050	-0.023
146.360	24.76	395.42	-0.009	0.025	9.971	10.525	12.03	-360.41	9.40	-242.14	7.25	-9.18	1.49	-0.04	98.89	142.64	153.57	172.68	80.00	-0.053	-0.026
146.380	24.82	395.27	-0.003	0.027	9.968	10.555	12.03	-383.72	8.37	-243.99	7.85	-12.00	1.57	-0.03	98.79	142.59	153.51	172.39	79.97	-0.056	-0.029
146.400	24.89	394.95	-0.009	0.021	9.967	10.590	12.01	-408.07	9.23	-245.41	8.33	-16.50	1.66	-0.04	98.79	142.51	153.48	172.26	80.03	-0.059	-0.032
146.420	24.93	394.68	-0.009	0.021	9.966	10.614	12.01	-433.66	9.37	-247.29	17.49	-17.40	1.75	-0.04	99.00	142.38	153.40	172.13	79.99	-0.061	-0.034
146.440	24.98	394.29	-0.009	0.025	9.965	10.646	12.03	-459.63	6.37	-248.78	22.65	-8.95	1.85	-0.03	99.03	142.30	153.31	171.87	80.02	-0.064	-0.037
146.460	25.03	393.90	-0.008	0.027	9.962	10.680	12.02	-483.37	1.69	-247.16	11.39	-0.71	1.96	-0.01	99.11	142.33	153.23	171.71	80.01	-0.067	-0.040
146.480	25.07	393.39	-0.006	0.027	9.964	10.712	12.01	-506.03	-0.35	-243.93	0.93	-4.41	2.07	0.00	99.14	142.25	153.14	171.56	80.00	-0.070	-0.043
146.500	25.12	392.81	-0.011	0.024	9.961	10.747	12.00	-525.94	-0.58	-244.52	2.90	-12.00	2.15	0.00	98.82	142.20	152.97	171.45	80.01	-0.073	-0.046
146.520	25.14	391.87	-0.011	0.021	9.960	10.782	12.02	-541.08	-0.04	-246.05	6.36	-13.53	2.20	0.00	99.07	142.20	152.89	171.40	79.99	-0.076	-0.049
