TIRF Data File: Project 1320; Run 125
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
27.060	25.08	490.35	-0.005	0.024	9.948	8.597	12.02	732.52	-7.46	-342.15	-7.07	41.35	-2.14	0.02	93.80	144.54	148.52	171.06	79.19	0.157	0.189
27.080	25.09	490.71	-0.008	0.024	9.949	8.593	12.02	733.98	-5.23	-344.98	2.04	40.97	-2.13	0.02	93.83	144.59	148.61	171.14	79.20	0.158	0.189
27.100	25.11	490.94	-0.006	0.021	9.949	8.596	12.01	738.49	-3.82	-345.41	2.94	53.52	-2.14	0.01	93.76	144.59	148.66	171.24	79.20	0.157	0.189
27.120	25.12	491.02	-0.006	0.027	9.948	8.597	12.02	737.30	-4.21	-340.92	-8.20	62.25	-2.16	0.01	93.76	144.70	148.69	171.27	79.19	0.157	0.189
27.140	25.11	491.25	-0.003	0.025	9.948	8.591	12.02	728.19	-5.65	-336.52	-17.36	54.52	-2.16	0.02	93.59	144.72	148.72	171.32	79.21	0.158	0.189
27.160	25.09	491.53	-0.005	0.021	9.948	8.580	12.00	727.35	-6.88	-338.27	-15.41	44.99	-2.15	0.02	93.76	144.83	148.81	171.43	79.18	0.159	0.191
27.180	25.07	491.80	-0.009	0.024	9.949	8.568	12.04	730.61	-6.84	-342.29	-7.25	40.00	-2.13	0.02	93.76	144.83	148.86	171.51	79.21	0.161	0.193
27.200	25.07	492.07	-0.005	0.028	9.948	8.563	12.01	733.27	-5.55	-345.42	1.46	41.38	-2.12	0.02	93.83	144.88	148.95	171.61	79.18	0.162	0.193
27.220	25.07	492.11	-0.008	0.024	9.948	8.562	12.02	739.14	-4.29	-345.85	3.85	53.03	-2.14	0.01	93.80	144.96	149.00	171.69	79.22	0.162	0.193
27.240	25.10	491.96	-0.002	0.024	9.948	8.575	12.02	737.66	-4.04	-341.81	-5.74	60.25	-2.16	0.01	93.80	145.01	149.09	171.74	79.20	0.160	0.192
27.260	25.13	491.80	-0.008	0.025	9.948	8.587	12.02	730.28	-5.64	-338.53	-14.56	53.60	-2.16	0.02	93.83	145.09	149.09	171.82	79.20	0.158	0.190
27.280	25.14	491.57	-0.009	0.024	9.948	8.595	12.01	730.92	-7.97	-339.67	-14.45	45.86	-2.15	0.02	93.48	145.17	149.17	171.90	79.20	0.157	0.189
27.300	25.14	491.57	-0.005	0.024	9.949	8.595	12.03	733.91	-7.32	-342.88	-7.11	39.05	-2.14	0.02	93.76	145.25	149.23	171.92	79.18	0.158	0.189
27.320	25.13	491.18	-0.006	0.017	9.949	8.598	12.01	741.08	-6.80	-344.97	0.26	42.30	-2.15	0.02	93.76	145.35	149.37	172.05	79.22	0.157	0.188
27.340	25.12	490.75	-0.009	0.049	9.947	8.604	12.02	747.80	-5.60	-345.41	3.13	53.04	-2.16	0.02	93.76	145.41	149.34	172.05	79.18	0.156	0.188
27.360	25.13	490.28	-0.008	0.024	9.949	8.613	12.02	743.08	-4.35	-342.85	-4.35	57.69	-2.17	0.01	93.30	145.48	149.46	172.08	79.21	0.155	0.186
27.380	25.11	489.89	-0.002	0.031	9.947	8.613	12.03	737.49	-5.37	-337.39	-16.75	57.45	-2.19	0.02	93.76	145.54	149.46	172.11	79.18	0.155	0.186
27.400	25.08	489.73	-0.009	0.024	9.949	8.608	12.01	734.80	-6.75	-338.04	-16.16	47.74	-2.17	0.02	93.80	145.54	149.51	172.18	79.20	0.156	0.187
27.420	25.07	489.73	-0.003	0.028	9.948	8.605	12.03	736.79	-6.72	-340.83	-8.78	38.75	-2.16	0.02	93.76	145.62	149.57	172.21	79.21	0.156	0.187
27.440	25.07	489.89	-0.008	-0.001	9.950	8.601	12.02	742.74	-6.16	-343.73	-0.94	42.21	-2.16	0.02	93.80	145.67	149.63	172.24	79.20	0.157	0.188
27.460	25.07	489.89	-0.008	0.024	9.948	8.600	12.01	742.75	-4.45	-345.88	4.35	50.17	-2.15	0.01	93.52	145.75	149.66	172.26	79.21	0.157	0.188
27.480	25.08	490.00	-0.009	0.021	9.947	8.601	12.01	736.45	-2.92	-342.56	-2.84	57.05	-2.15	0.01	93.73	145.77	149.71	172.31	79.18	0.156	0.188
27.500	25.07	490.12	-0.005	0.025	9.948	8.598	12.00	731.47	-5.02	-337.82	-15.10	58.78	-2.17	0.01	94.08	145.80	149.68	172.34	79.22	0.157	0.188
27.520	25.08	490.43	-0.003	0.021	9.949	8.596	12.02	728.73	-7.36	-336.20	-18.36	49.34	-2.17	0.02	93.83	145.80	149.71	172.34	79.19	0.157	0.189
27.540	25.09	490.86	-0.002	0.027	9.948	8.590	12.02	731.20	-6.40	-340.18	-10.29	39.78	-2.15	0.02	93.87	145.85	149.77	172.42	79.21	0.158	0.190
27.560	25.09	491.14	0.000	0.028	9.948	8.587	12.02	738.59	-5.58	-343.82	-1.03	40.85	-2.15	0.02	93.94	145.91	149.86	172.47	79.18	0.158	0.190
27.580	25.10	491.02	-0.003	0.028	9.945	8.591	12.02	739.74	-4.46	-345.48	3.89	46.86	-2.14	0.01	93.94	145.96	149.88	172.55	79.19	0.158	0.189
27.600	25.11	490.59	-0.011	0.025	9.949	8.603	12.03	739.59	-4.80	-343.68	-1.85	58.20	-2.15	0.01	93.94	146.01	149.91	172.55	79.21	0.156	0.188
27.620	25.12	490.24	-0.011	0.022	9.949	8.613	12.00	735.25	-4.70	-338.58	-12.91	60.51	-2.17	0.01	93.76	146.04	150.00	172.65	79.18	0.155	0.186
27.640	25.12	489.85	-0.006	0.018	9.948	8.618	12.02	728.29	-5.62	-337.75	-14.81	47.08	-2.16	0.02	93.83	146.09	150.05	172.71	79.22	0.154	0.186
27.660	25.10	489.49	-0.003	0.022	9.947	8.618	12.04	732.78	-7.17	-340.81	-10.42	41.17	-2.15	0.02	94.08	146.12	150.05	172.76	79.18	0.154	0.186
27.680	25.10	489.06	-0.005	0.021	9.950	8.625	12.01	738.84	-6.67	-344.47	-2.15	41.19	-2.14	0.02	93.87	146.17	150.11	172.84	79.21	0.154	0.185
27.700	25.09	488.52	-0.006	0.021	9.949	8.630	12.03	741.86	-5.85	-346.78	4.44	45.43	-2.14	0.02	93.80	146.22	150.20	172.89	79.18	0.153	0.184
27.720	25.06	487.70	0.000	0.028	9.947	8.637	12.00	747.02	-4.81	-344.18	-0.39	59.11	-2.17	0.01	93.76	146.30	150.25	172.91	79.21	0.152	0.183
27.740	25.04	486.84	-0.006	0.030	9.948	8.644	12.01	740.85	-4.25	-339.09	-11.23	59.67	-2.18	0.01	93.83	146.33	150.20	172.94	79.21	0.151	0.182
27.760	25.01	486.17	-0.009	0.022	9.950	8.647	12.04	732.39	-6.12	-337.81	-16.34	48.92	-2.17	0.02	94.15	146.38	150.22	172.99	79.19	0.151	0.182
27.780	25.00	485.63	-0.011	0.024	9.951	8.653	12.02	735.11	-8.76	-340.30	-13.03	42.04	-2.16	0.03	94.22	146.38	150.31	173.04	79.20	0.150	0.181
27.800	24.99	485.23	-0.003	0.025	9.949	8.656	12.00	738.41	-7.62	-344.25	-4.04	39.30	-2.14	0.02	93.87	146.54	150.37	173.07	79.18	0.149	0.180
27.820	24.99	484.73	-0.009	0.022	9.948	8.666	12.01	741.68	-5.70	-346.79	3.66	45.36	-2.14	0.02	94.01	146.54	150.37	173.04	79.22	0.148	0.179
27.840	25.00	484.18	-0.003	0.022	9.948	8.678	12.02	743.59	-4.77	-345.72	2.40	57.36	-2.15	0.01	94.08	146.54	150.37	173.04	79.19	0.146	0.177
27.860	25.01	483.75	-0.005	0.024	9.947	8.689	12.02	738.19	-4.84	-339.66	-10.01	61.01	-2.17	0.01	94.15	146.54	150.34	173.04	79.21	0.145	0.176
27.880	25.00	483.40	-0.002	0.025	9.949	8.693	12.03	732.16	-7.37	-336.84	-17.43	53.27	-2.17	0.02	94.15	146.56	150.42	173.04	79.19	0.144	0.175
27.900	24.99	483.12	-0.005	0.022	9.950	8.694	12.02	734.31	-8.60	-339.04	-13.60	44.13	-2.17	0.03	94.19	146.56	150.39	173.02	79.20	0.144	0.175
27.920	25.00	482.89	-0.005	0.022	9.949	8.702	12.01	738.49	-7.62	-342.81	-5.46	38.69	-2.15	0.02	94.08	146.54	150.39	172.99	79.21	0.143	0.174
27.940	25.01	482.58	0.000	0.022	9.948	8.711	12.02	745.48	-6.96	-345.66	2.41	44.03	-2.16	0.02	94.26	146.64	150.42	173.07	79.18	0.142	0.173
27.960	25.02	481.95	-0.005	0.024	9.949	8.725	12.01	748.14	-5.10	-345.17	3.01	54.25	-2.17	0.01	94.37	146.70	150.42	173.07	79.21	0.140	0.171
27.980	25.03	481.05	-0.005	0.021	9.949	8.744	12.02	743.34	-5.61	-340.79	-7.67	59.87	-2.18	0.02	94.40	146.72	150.39	173.02	79.17	0.138	0.169
28.000	25.02	480.31	-0.008	0.025	9.949	8.756	12.01	737.09	-7.22	-337.39	-16.86	57.04	-2.18	0.02	94.51	146.70	150.42	173.02	79.22	0.136	0.167
28.020	25.00	479.69	-0.006	0.024	9.948	8.759	12.01	733.13	-7.83	-338.82	-14.56	44.22	-2.16	0.02	94.58	146.72	150.37	173.04	79.19	0.136	0.167
28.040	24.98	479.10	-0.003	0.030	9.948	8.763	12.01	738.31	-8.43	-342.12	-7.62	39.67	-2.16	0.02	94.65	146.70	150.42	173.02	79.21	0.135	0.166
28.060	24.98	478.55	-0.005	0.025	9.949	8.773	12.01	747.13	-7.45	-345.13	0.50	44.81	-2.16	0.02	94.61	146.83	150.42	172.99	79.21	0.134	0.165
28.080	24.99	477.69	-0.008	0.024	9.949	8.793	12.01	747.79	-6.33	-346.38	4.13	50.30	-2.16	0.02	94.65	146.80	150.42	172.97	79.19	0.131	0.162
28.100	24.99	476.71	-0.006	0.024	9.949	8.811	12.00	746.97	-5.60	-343.29	-3.98	60.66	-2.18	0.02	94.58	146.83	150.39	172.89	79.21	0.129	0.160
28.120	24.97	475.62	-0.003	0.027	9.948	8.822	12.03	741.01	-6.13	-337.97	-15.07	59.52	-2.19	0.02	94.83	146.77	150.42	172.86	79.18	0.128	0.158
28.140	24.95	474.80	-0.002	0.027	9.948	8.831	12.01	735.59	-8.00	-338.24	-15.34	46.54	-2.17	0.02	94.51	146.77	150.37	172.84	79.22	0.126	0.157
28.160	24.94	474.02	-0.003	0.025	9.949	8.844	12.03	743.49	-10.01	-341.22	-10.91	40.74	-2.18	0.03	94.58	146.72	150.34	172.86	79.18	0.125	0.155
28.180	24.93	473.28	-0.009	0.021	9.950	8.854	12.01	750.34	-9.81	-345.33	-2.46	40.63	-2.17	0.03	94.47	146.72	150.28	172.84	79.21	0.124	0.154
28.200	24.91	472.38	0.000	0.031	9.948	8.864	12.01	751.76	-7.45	-347.70	4.63	45.62	-2.16	0.02	94.58	146.75	150.25	172.81	79.20	0.122	0.153
28.220	24.90	471.28	-0.008	0.022	9.949	8.881	12.00	753.20	-5.60	-344.43	-0.52	57.48	-2.19	0.02	94.44	146.67	150.20	172.71	79.21	0.120	0.151
28.240	24.88	470.23	-0.008	0.025	9.951	8.893	12.02	748.05	-5.20	-337.97	-12.44	60.60	-2.21	0.02	94.40	146.62	150.05	172.68	79.21	0.119	0.149
28.260	24.86	469.41	-0.006	0.025	9.950	8.903	12.01	740.99	-7.24	-336.97	-16.58	51.00	-2.20	0.02	94.37	146.62	150.03	172.60	79.19	0.118	0.148
28.280	24.86	468.74	0.000	0.027	9.951	8.912	12.02	742.57	-10.80	-340.67	-12.85	43.53	-2.18	0.03	94.37	146.59	150.03	172.50	79.21	0.117	0.147
28.300	24.85	468.23	-0.003	0.028	9.951	8.921	12.02	743.37	-9.98	-343.93	-5.57	38.94	-2.16	0.03	94.37	146.48	149.97	172.50	79.19	0.115	0.145
28.320	24.87	467.61	-0.008	0.021	9.950	8.938	12.01	746.76	-7.27	-346.99	4.21	42.65	-2.15	0.02	94.47	146.46	149.88	172.47	79.22	0.113	0.143
28.340	24.89	466.98	-0.006	0.027	9.950	8.956	12.02	751.31	-5.56	-346.50	5.41	54.91	-2.17	0.02	94.47	146.43	149.80	172.29	79.19	0.111	0.141
28.360	24.92	466.36	-0.005	0.024	9.951	8.980	12.03	747.23	-6.09	-341.16	-6.51	59.23	-2.19	0.02	94.40	146.33	149.77	172.24	79.20	0.108	0.138
28.380	24.95	465.69	-0.006	0.030	9.950	9.003	12.01	741.51	-8.49	-337.36	-16.70	55.71	-2.20	0.03	94.51	146.30	149.68	172.11	79.19	0.105	0.135
28.400	24.96	465.22	-0.008	0.022	9.952	9.018	12.00	740.88	-9.56	-338.87	-15.17	47.22	-2.19	0.03	94.47	146.20	149.66	172.00	79.19	0.103	0.133
28.420	25.00	464.56	-0.003	0.021	9.952	9.043	12.01	742.32	-10.30	-343.07	-8.16	38.12	-2.16	0.03	94.47	146.17	149.66	171.92	79.22	0.101	0.130
28.440	25.02	463.90	-0.006	0.022	9.951	9.063	12.01	749.33	-10.11	-346.74	-0.22	41.50	-2.16	0.03	94.15	146.14	149.63	171.82	79.18	0.098	0.127
28.460	25.04	462.96	-0.003	0.027	9.951	9.092	12.02	753.64	-8.38	-347.85	4.20	49.61	-2.17	0.02	94.44	146.01	149.49	171.64	79.22	0.095	0.124
28.480	25.06	461.79	0.000	0.040	9.950	9.121	12.02	751.92	-6.56	-344.59	-1.78	57.59	-2.18	0.02	94.51	145.93	149.49	171.58	79.18	0.091	0.120
28.500	25.06	460.50	0.000	0.024	9.953	9.145	12.02	749.42	-6.77	-339.16	-13.92	62.22	-2.21	0.02	94.51	145.85	149.37	171.48	79.21	0.088	0.117
28.520	25.05	459.36	-0.008	0.025	9.952	9.165	12.02	743.82	-8.64	-338.89	-16.55	51.50	-2.19	0.03	94.37	145.83	149.23	171.30	79.19	0.086	0.115
28.540	25.05	458.39	-0.003	0.022	9.952	9.184	12.02	746.93	-12.36	-342.80	-12.21	41.04	-2.18	0.04	94.29	145.67	149.23	171.11	79.21	0.084	0.113
28.560	25.03	457.37	-0.006	0.021	9.953	9.199	12.01	756.33	-12.65	-346.04	-5.80	40.87	-2.19	0.04	94.37	145.62	149.09	171.06	79.20	0.082	0.111
28.580	25.02	456.27	-0.003	0.028	9.952	9.216	12.02	756.45	-10.43	-348.77	2.95	41.79	-2.17	0.03	94.68	145.54	149.06	170.91	79.19	0.080	0.109
28.600	24.98	455.10	0.000	0.011	9.956	9.226	12.02	757.07	-8.22	-347.19	2.40	52.64	-2.18	0.02	94.47	145.46	148.89	170.77	79.23	0.079	0.107
28.620	24.96	453.93	-0.005	0.022	9.955	9.243	12.02	753.90	-6.73	-342.48	-6.74	61.92	-2.20	0.02	94.40	145.30	148.75	170.57	79.18	0.077	0.106
28.640	24.94	453.07	-0.008	0.021	9.955	9.252	12.02	743.23	-8.00	-338.68	-15.30	56.61	-2.19	0.02	94.58	145.22	148.61	170.38	79.21	0.076	0.104
28.660	24.91	452.52	-0.003	0.021	9.956	9.253	12.02	739.65	-12.67	-338.51	-17.53	47.91	-2.19	0.04	94.51	145.06	148.47	170.20	79.19	0.076	0.104
28.680	24.89	452.29	-0.009	0.024	9.954	9.248	12.02	743.85	-14.05	-342.87	-10.12	41.58	-2.17	0.04	94.58	144.98	148.27	169.97	79.20	0.076	0.105
28.700	24.87	452.05	-0.003	0.028	9.954	9.248	12.02	747.92	-11.98	-345.35	-1.25	41.06	-2.17	0.03	94.58	144.80	148.15	169.86	79.19	0.076	0.105
28.720	24.86	451.62	0.000	0.022	9.956	9.253	12.01	752.29	-9.92	-346.22	4.46	48.19	-2.17	0.03	94.79	144.70	148.04	169.63	79.19	0.076	0.104
28.740	24.86	451.00	-0.009	0.021	9.957	9.263	12.02	753.22	-8.53	-344.62	1.12	57.31	-2.19	0.02	94.58	144.59	147.84	169.44	79.22	0.075	0.103
28.760	24.86	450.33	-0.006	0.024	9.956	9.278	12.01	749.34	-8.61	-338.82	-10.92	61.39	-2.21	0.03	94.58	144.43	147.64	169.18	79.18	0.073	0.101
28.780	24.87	449.59	-0.008	0.027	9.957	9.297	12.02	745.55	-10.98	-336.50	-16.65	55.83	-2.22	0.03	94.68	144.33	147.50	168.95	79.21	0.071	0.099
28.800	24.89	448.97	-0.009	0.024	9.956	9.317	12.02	742.63	-13.59	-339.10	-13.54	43.43	-2.19	0.04	94.44	144.20	147.36	168.79	79.17	0.069	0.097
28.820	24.90	448.26	-0.005	0.022	9.958	9.337	12.01	744.75	-14.65	-343.91	-7.17	38.03	-2.17	0.04	94.79	144.09	147.19	168.66	79.21	0.067	0.094
28.840	24.92	447.36	-0.008	0.028	9.956	9.362	12.03	749.10	-14.30	-348.78	1.88	41.86	-2.15	0.04	94.75	143.96	147.10	168.45	79.20	0.063	0.091
28.860	24.93	446.31	-0.005	0.027	9.957	9.389	12.02	748.52	-12.24	-349.82	6.21	48.25	-2.14	0.03	94.68	143.80	146.93	168.24	79.20	0.061	0.088
28.880	24.95	445.21	-0.006	0.022	9.959	9.418	12.02	748.28	-10.88	-345.30	-2.27	58.02	-2.17	0.03	94.65	143.70	146.82	168.11	79.21	0.057	0.085
28.900	24.96	444.12	0.001	0.027	9.958	9.447	12.02	746.68	-10.50	-338.79	-14.93	62.89	-2.20	0.03	94.75	143.51	146.62	167.88	79.18	0.054	0.082
28.920	24.99	443.18	-0.003	0.021	9.960	9.476	12.02	738.12	-12.05	-338.22	-18.33	52.37	-2.18	0.04	94.72	143.41	146.51	167.70	79.22	0.051	0.078
28.940	25.01	442.44	-0.006	0.030	9.960	9.499	12.02	737.14	-16.86	-344.31	-13.20	43.67	-2.14	0.05	94.75	143.25	146.31	167.49	79.18	0.048	0.076
28.960	25.03	441.74	-0.006	0.022	9.958	9.523	12.03	739.90	-18.36	-348.83	-5.74	41.01	-2.12	0.05	95.21	143.17	146.20	167.33	79.22	0.046	0.073
28.980	25.03	440.99	-0.009	0.024	9.962	9.540	12.02	739.63	-15.97	-350.81	2.54	40.83	-2.11	0.05	94.86	142.96	146.03	167.12	79.18	0.044	0.071
29.000	25.04	440.25	-0.008	0.027	9.962	9.558	12.01	742.51	-12.84	-349.82	6.01	52.11	-2.12	0.04	94.86	142.88	145.91	166.94	79.21	0.042	0.069
29.020	25.04	439.39	-0.009	0.024	9.963	9.580	12.02	738.69	-10.23	-344.61	-2.52	60.81	-2.14	0.03	94.33	142.67	145.69	166.76	79.20	0.040	0.067
29.040	25.05	438.73	-0.002	0.027	9.965	9.597	12.03	726.56	-11.99	-340.13	-13.06	56.61	-2.14	0.04	94.40	142.54	145.55	166.50	79.20	0.038	0.065
29.060	25.05	438.26	-0.005	0.021	9.966	9.608	12.02	721.16	-15.40	-339.70	-15.00	49.59	-2.12	0.05	94.72	142.41	145.37	166.34	79.21	0.037	0.064
29.080	25.02	437.98	-0.006	0.018	9.966	9.603	12.02	719.23	-16.92	-341.99	-10.01	39.19	-2.10	0.05	94.61	142.25	145.18	166.05	79.17	0.038	0.064
29.100	25.00	437.67	-0.002	0.021	9.967	9.602	12.03	721.01	-16.72	-345.61	-2.37	37.28	-2.09	0.05	94.51	142.17	144.92	165.84	79.22	0.038	0.064
29.120	24.99	437.28	-0.003	0.022	9.967	9.606	12.02	723.64	-15.91	-348.08	3.42	45.10	-2.08	0.05	94.44	141.93	144.78	165.64	79.18	0.038	0.064
29.140	24.98	436.77	-0.005	0.030	9.967	9.610	12.02	719.85	-14.04	-346.16	3.57	51.32	-2.08	0.04	94.58	141.78	144.50	165.35	79.21	0.037	0.063
29.160	24.95	436.07	-0.005	0.027	9.968	9.618	12.01	717.24	-12.05	-341.38	-4.13	60.51	-2.10	0.04	94.54	141.59	144.30	165.17	79.19	0.036	0.062
29.180	24.94	435.44	-0.003	0.028	9.968	9.626	12.03	710.42	-12.41	-335.54	-14.33	58.84	-2.12	0.04	94.54	141.38	144.07	164.93	79.19	0.036	0.061
29.200	24.93	434.90	-0.005	0.030	9.967	9.634	12.03	698.27	-14.57	-336.42	-14.10	44.16	-2.08	0.04	94.97	141.28	143.84	164.62	79.20	0.035	0.061
29.220	24.92	434.23	-0.003	0.022	9.970	9.645	12.02	696.08	-18.24	-341.77	-8.17	39.49	-2.04	0.05	94.54	141.07	143.65	164.41	79.19	0.034	0.059
29.240	24.92	433.80	-0.014	0.024	9.968	9.655	12.02	694.45	-18.35	-345.60	-1.59	38.74	-2.01	0.05	94.44	140.91	143.42	164.15	79.21	0.032	0.058
29.260	24.93	433.26	-0.008	0.025	9.969	9.671	12.03	688.69	-18.13	-348.64	6.53	39.19	-1.98	0.05	94.40	140.70	143.19	163.97	79.18	0.031	0.057
29.280	24.95	432.40	-0.006	0.021	9.967	9.696	12.00	688.73	-16.09	-347.69	6.93	51.71	-1.98	0.05	94.44	140.54	142.96	163.76	79.22	0.028	0.054
29.300	24.95	431.73	-0.003	0.030	9.968	9.711	12.02	683.95	-13.21	-341.12	-4.89	59.37	-2.01	0.04	94.40	140.35	142.74	163.52	79.18	0.026	0.052
29.320	24.94	430.99	0.001	0.022	9.970	9.725	12.02	670.97	-14.01	-336.32	-15.00	55.02	-2.00	0.04	94.54	140.12	142.57	163.26	79.21	0.025	0.051
29.340	24.93	430.36	-0.003	0.031	9.967	9.734	12.00	660.32	-17.11	-338.34	-15.00	45.76	-1.95	0.05	94.08	139.91	142.26	162.97	79.20	0.024	0.050
29.360	24.93	429.93	-0.011	0.025	9.969	9.744	12.03	655.80	-20.16	-343.28	-8.34	36.79	-1.91	0.06	94.08	139.72	142.09	162.74	79.20	0.023	0.049
29.380	24.93	429.46	-0.003	0.022	9.968	9.757	12.02	654.78	-21.19	-346.74	-1.39	38.00	-1.89	0.06	94.37	139.59	141.83	162.50	79.20	0.022	0.047
29.400	24.94	428.92	-0.006	0.022	9.968	9.774	12.01	651.94	-18.33	-349.19	6.62	43.82	-1.87	0.05	94.65	139.38	141.63	162.24	79.18	0.020	0.045
29.420	24.97	428.17	-0.014	0.024	9.969	9.800	12.01	644.62	-15.96	-348.57	8.43	49.57	-1.85	0.05	94.40	139.14	141.46	162.04	79.22	0.017	0.043
29.440	24.96	427.51	0.004	0.030	9.970	9.814	12.03	636.97	-14.78	-342.36	-3.43	57.72	-1.86	0.04	94.54	138.99	141.23	161.80	79.18	0.016	0.041
29.460	24.94	426.89	-0.006	0.022	9.971	9.820	12.02	624.26	-14.79	-337.55	-12.27	53.23	-1.85	0.04	94.61	138.80	140.98	161.51	79.22	0.015	0.040
29.480	24.93	426.38	-0.002	0.022	9.969	9.829	12.03	607.66	-17.23	-339.66	-10.42	39.80	-1.79	0.05	94.61	138.59	140.81	161.23	79.18	0.014	0.040
29.500	24.94	425.95	-0.006	0.028	9.970	9.841	11.99	600.78	-20.62	-343.17	-7.15	36.59	-1.75	0.06	94.65	138.41	140.61	160.97	79.20	0.013	0.038
29.520	24.95	425.67	-0.003	0.022	9.970	9.853	12.00	594.43	-20.55	-346.22	0.10	35.08	-1.72	0.06	94.68	138.22	140.38	160.70	79.21	0.012	0.037
29.540	24.97	425.20	-0.008	0.027	9.970	9.868	12.02	584.17	-19.22	-348.40	8.01	37.26	-1.68	0.06	94.51	137.99	140.10	160.42	79.19	0.010	0.035
29.560	24.96	424.74	-0.002	0.017	9.970	9.878	12.02	577.69	-16.69	-346.10	7.87	49.12	-1.67	0.05	94.93	137.88	139.93	160.18	79.21	0.009	0.034
29.580	24.95	424.19	-0.005	0.030	9.970	9.886	12.03	567.42	-15.04	-340.44	-2.14	55.07	-1.67	0.04	94.65	137.67	139.73	159.87	79.17	0.008	0.034
29.600	24.95	423.72	-0.003	0.025	9.970	9.896	12.01	550.70	-15.05	-334.60	-11.85	51.95	-1.65	0.04	94.68	137.46	139.48	159.58	79.22	0.007	0.033
29.620	24.93	423.21	-0.002	0.022	9.970	9.902	12.02	535.67	-16.56	-333.90	-12.05	42.45	-1.60	0.05	94.61	137.28	139.25	159.19	79.18	0.007	0.032
29.640	24.92	422.86	-0.003	0.025	9.968	9.906	12.03	524.37	-18.81	-340.03	-2.98	32.98	-1.54	0.06	94.29	136.99	139.05	158.93	79.21	0.006	0.032
29.660	24.91	422.51	-0.006	0.025	9.968	9.911	12.01	517.97	-21.10	-344.06	1.68	33.90	-1.51	0.06	94.61	136.83	138.85	158.59	79.20	0.006	0.031
29.680	24.90	421.92	0.000	0.022	9.968	9.919	12.02	511.89	-20.41	-345.79	7.97	38.21	-1.48	0.06	95.00	136.65	138.65	158.33	79.19	0.005	0.030
29.700	24.88	421.30	-0.005	0.021	9.968	9.926	12.02	498.44	-16.44	-345.42	12.88	43.34	-1.44	0.05	94.54	136.38	138.43	158.04	79.21	0.004	0.029
29.720	24.87	420.51	-0.009	0.022	9.967	9.940	12.02	486.18	-15.07	-339.68	3.16	52.88	-1.43	0.04	94.61	136.20	138.20	157.70	79.19	0.003	0.028
29.740	24.85	419.85	-0.011	0.021	9.967	9.949	12.02	470.93	-16.03	-334.01	-7.84	49.01	-1.41	0.05	94.79	135.93	137.97	157.44	79.22	0.002	0.027
29.760	24.84	419.15	-0.008	0.022	9.964	9.961	12.02	451.98	-17.38	-334.96	-7.30	35.76	-1.35	0.05	94.58	135.75	137.75	157.13	79.18	0.000	0.026
29.780	24.82	418.52	-0.003	0.028	9.964	9.967	12.04	445.55	-19.07	-337.47	-4.95	32.86	-1.32	0.06	94.72	135.41	137.52	156.84	79.21	0.000	0.025
