TIRF Data File: Project 1320; Run 128
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
28.280	24.85	478.32	0.005	0.021	9.723	8.731	7.94	749.67	-44.10	-340.86	21.95	42.67	-2.20	0.13	102.15	152.67	163.49	168.66	79.88	0.114	0.159
28.300	24.84	478.32	0.007	0.021	9.723	8.730	7.93	747.22	-40.40	-340.76	18.02	35.69	-2.19	0.12	102.08	152.67	163.41	168.50	79.91	0.114	0.159
28.320	24.85	478.47	0.010	0.021	9.723	8.730	7.92	747.84	-39.43	-341.93	23.68	26.13	-2.19	0.12	102.25	152.61	163.38	168.43	79.88	0.114	0.159
28.340	24.87	478.71	0.019	0.027	9.723	8.731	7.93	750.07	-43.28	-343.69	31.32	24.85	-2.18	0.13	101.86	152.59	163.30	168.35	79.92	0.114	0.159
28.360	24.88	478.71	0.010	0.021	9.723	8.734	7.93	751.49	-47.11	-344.77	37.17	32.51	-2.18	0.14	101.83	152.61	163.21	168.24	79.87	0.113	0.159
28.380	24.88	478.55	0.007	0.021	9.724	8.739	7.96	746.95	-47.88	-342.24	34.73	39.04	-2.18	0.14	101.86	152.51	163.10	168.11	79.90	0.113	0.158
28.400	24.91	478.32	0.008	0.005	9.725	8.751	7.93	749.31	-47.31	-340.28	24.53	45.01	-2.20	0.14	101.83	152.43	163.07	167.98	79.88	0.111	0.156
28.420	24.93	477.77	0.008	0.017	9.726	8.771	7.93	751.51	-45.08	-339.51	15.55	40.64	-2.21	0.13	101.97	152.38	162.98	167.85	79.89	0.109	0.154
28.440	24.97	477.03	0.007	0.015	9.727	8.796	7.93	745.81	-45.05	-342.50	19.08	28.89	-2.18	0.13	101.65	152.33	162.96	167.80	79.90	0.106	0.151
28.460	25.00	476.01	0.005	0.014	9.725	8.825	7.93	741.21	-48.23	-345.70	27.96	27.20	-2.14	0.14	102.04	152.35	162.96	167.75	79.88	0.102	0.147
28.480	25.03	475.03	0.007	0.021	9.725	8.857	7.93	738.53	-50.19	-348.90	37.26	29.80	-2.12	0.14	101.58	152.30	162.90	167.67	79.91	0.098	0.143
28.500	25.09	474.06	0.014	0.021	9.727	8.893	7.92	739.54	-51.74	-347.98	37.33	37.57	-2.13	0.15	101.58	152.19	162.90	167.62	79.88	0.094	0.138
28.520	25.18	473.00	0.008	0.021	9.727	8.946	7.92	745.92	-50.11	-345.32	28.30	45.81	-2.16	0.15	101.40	152.11	162.81	167.54	79.92	0.087	0.131
28.540	25.29	471.79	0.016	0.022	9.728	9.007	7.93	745.75	-47.38	-345.85	20.15	38.70	-2.16	0.14	101.40	152.01	162.76	167.46	79.88	0.080	0.124
28.560	25.38	470.50	0.005	0.021	9.730	9.066	7.93	741.06	-48.02	-349.57	18.40	28.41	-2.12	0.14	101.44	151.98	162.73	167.41	79.90	0.073	0.116
28.580	25.42	469.13	0.007	0.015	9.732	9.106	7.93	737.61	-50.14	-352.36	23.99	25.71	-2.09	0.14	101.62	151.98	162.64	167.41	79.89	0.069	0.111
28.600	25.39	468.00	0.007	0.025	9.734	9.119	7.93	731.21	-50.53	-353.56	32.97	25.40	-2.07	0.14	101.44	151.96	162.59	167.30	79.89	0.067	0.110
28.620	25.39	467.02	0.010	0.022	9.736	9.136	7.94	729.84	-49.07	-351.73	38.76	32.64	-2.08	0.14	101.44	151.85	162.47	167.25	79.90	0.066	0.108
28.640	25.40	466.36	0.005	0.015	9.738	9.152	7.93	731.15	-47.99	-348.17	35.33	40.52	-2.10	0.14	101.47	151.72	162.39	167.07	79.88	0.064	0.106
28.660	25.39	465.85	0.004	0.021	9.741	9.160	7.93	725.82	-46.20	-344.43	23.80	37.60	-2.11	0.13	101.47	151.61	162.25	166.97	79.91	0.063	0.105
28.680	25.35	465.46	0.008	0.021	9.742	9.154	7.93	720.36	-42.04	-342.03	17.90	30.92	-2.11	0.12	101.19	151.56	162.08	166.81	79.88	0.064	0.106
28.700	25.32	465.19	0.008	0.021	9.742	9.147	7.94	719.52	-39.36	-340.87	22.21	26.29	-2.11	0.12	101.47	151.43	161.93	166.68	79.91	0.065	0.106
28.720	25.28	465.03	0.011	0.028	9.744	9.137	7.93	719.87	-39.15	-342.09	31.96	24.66	-2.10	0.11	101.72	151.38	161.82	166.52	79.88	0.066	0.108
28.740	25.24	464.87	0.010	0.021	9.744	9.126	7.93	724.28	-42.04	-343.19	39.74	26.93	-2.11	0.12	101.83	151.25	161.62	166.44	79.89	0.068	0.109
28.760	25.18	464.48	0.011	0.018	9.744	9.111	7.93	724.74	-43.76	-340.71	37.29	33.01	-2.13	0.13	101.93	151.17	161.45	166.29	79.89	0.069	0.111
28.780	25.11	463.86	0.007	0.021	9.744	9.096	7.92	726.57	-43.68	-336.78	26.22	39.46	-2.16	0.13	102.01	151.01	161.25	166.13	79.88	0.071	0.113
28.800	25.05	463.11	0.005	0.021	9.743	9.091	7.93	731.00	-42.21	-334.21	16.89	38.53	-2.19	0.13	102.08	151.01	161.11	165.97	79.92	0.072	0.113
28.820	25.00	462.06	0.010	0.017	9.745	9.095	7.96	729.69	-40.02	-334.98	18.66	28.87	-2.18	0.12	102.15	150.88	160.97	165.84	79.88	0.071	0.113
28.840	24.95	461.00	0.008	0.017	9.742	9.097	7.96	726.60	-41.81	-339.42	28.18	23.99	-2.14	0.12	102.01	150.72	160.83	165.74	79.91	0.071	0.113
28.860	24.89	459.83	0.014	0.024	9.742	9.099	7.96	727.55	-47.22	-342.21	34.28	27.33	-2.13	0.14	102.43	150.61	160.66	165.66	79.88	0.071	0.112
28.880	24.84	458.74	0.010	0.018	9.742	9.101	7.97	728.85	-50.77	-342.36	36.51	31.55	-2.13	0.15	102.25	150.51	160.52	165.61	79.90	0.070	0.112
28.900	24.80	457.60	0.008	0.021	9.741	9.109	7.97	735.03	-51.28	-339.32	32.15	41.83	-2.17	0.15	102.47	150.40	160.32	165.53	79.89	0.069	0.111
28.920	24.77	456.43	0.008	0.021	9.740	9.120	7.98	741.08	-49.19	-336.31	22.66	44.54	-2.20	0.15	102.36	150.30	160.23	165.40	79.89	0.068	0.110
28.940	24.74	455.30	0.005	0.021	9.740	9.133	7.98	738.68	-47.66	-338.95	20.45	33.46	-2.18	0.14	102.32	150.25	160.03	165.22	79.91	0.066	0.108
28.960	24.72	454.16	0.005	0.009	9.741	9.149	7.96	735.57	-49.96	-342.35	22.43	26.36	-2.15	0.15	102.32	150.12	159.86	165.17	79.87	0.065	0.106
28.980	24.73	453.38	0.010	0.025	9.738	9.167	7.99	731.22	-52.73	-344.73	27.99	23.24	-2.12	0.15	102.04	150.01	159.81	165.14	79.91	0.062	0.104
29.000	24.76	452.64	0.008	0.021	9.738	9.193	7.98	730.52	-53.27	-347.35	37.42	25.30	-2.10	0.15	102.22	149.93	159.67	165.06	79.87	0.059	0.101
29.020	24.79	452.21	0.008	0.024	9.739	9.212	7.99	732.95	-52.80	-347.40	39.61	34.99	-2.11	0.15	102.15	149.90	159.50	164.96	79.91	0.057	0.099
29.040	24.82	451.86	0.011	0.030	9.740	9.232	7.99	733.79	-52.71	-344.36	30.16	40.55	-2.13	0.15	102.57	149.85	159.33	164.83	79.89	0.055	0.096
29.060	24.86	451.66	0.007	0.022	9.739	9.251	7.97	734.99	-52.49	-341.71	17.51	38.67	-2.15	0.15	102.50	149.77	159.18	164.75	79.89	0.053	0.094
29.080	24.89	451.39	0.007	0.021	9.740	9.268	8.00	735.49	-49.55	-343.31	16.58	31.12	-2.14	0.14	102.15	149.64	159.07	164.64	79.90	0.051	0.092
29.100	24.93	451.16	0.007	0.021	9.740	9.287	7.99	725.47	-47.14	-346.18	25.22	21.02	-2.10	0.14	102.29	149.59	158.90	164.54	79.88	0.049	0.090
29.120	24.98	450.88	0.008	0.017	9.741	9.310	7.98	714.23	-45.96	-348.93	32.89	21.41	-2.05	0.13	101.90	149.46	158.76	164.49	79.92	0.046	0.087
29.140	25.03	450.76	0.008	0.025	9.742	9.334	7.99	714.37	-46.40	-348.84	37.78	28.48	-2.05	0.13	101.90	149.46	158.67	164.33	79.88	0.044	0.084
29.160	25.06	451.00	0.007	0.022	9.744	9.340	7.99	714.58	-48.11	-347.07	36.04	36.18	-2.06	0.14	101.69	149.35	158.50	164.25	79.90	0.043	0.084
29.180	25.08	450.96	0.005	0.024	9.745	9.347	7.99	714.11	-48.80	-342.83	25.30	41.07	-2.08	0.14	101.09	149.22	158.39	164.07	79.87	0.043	0.083
29.200	25.11	450.92	0.010	0.015	9.745	9.361	7.99	710.45	-47.11	-341.93	20.07	34.09	-2.08	0.14	101.55	149.22	158.22	163.97	79.91	0.041	0.081
29.220	25.12	450.61	0.013	0.024	9.746	9.369	7.99	705.30	-44.92	-343.48	23.21	23.52	-2.05	0.13	101.30	149.06	158.02	163.86	79.89	0.040	0.080
29.240	25.11	450.37	0.005	0.021	9.746	9.371	7.98	701.16	-46.27	-346.09	28.41	21.62	-2.03	0.13	101.55	148.96	157.91	163.78	79.88	0.040	0.080
29.260	25.10	449.79	0.010	0.024	9.749	9.379	7.99	692.79	-49.47	-347.99	34.43	23.29	-1.99	0.14	101.37	148.88	157.79	163.70	79.89	0.039	0.079
29.280	25.09	449.16	0.008	0.021	9.748	9.389	7.99	684.04	-50.97	-346.51	36.59	30.18	-1.97	0.15	100.98	148.69	157.60	163.57	79.88	0.038	0.078
29.300	25.08	448.58	0.013	0.025	9.750	9.398	7.98	679.04	-49.42	-343.27	32.88	40.40	-1.98	0.14	100.66	148.59	157.43	163.42	79.92	0.037	0.077
29.320	25.06	447.95	0.004	0.022	9.749	9.402	7.99	675.65	-46.53	-338.88	22.42	39.80	-1.99	0.14	101.23	148.54	157.26	163.26	79.88	0.037	0.076
29.340	25.02	447.44	0.005	0.022	9.749	9.399	8.00	674.86	-45.16	-338.85	18.61	29.81	-1.99	0.13	101.09	148.41	157.09	163.13	79.91	0.037	0.077
29.360	24.98	446.54	0.008	0.021	9.752	9.403	8.00	674.94	-46.22	-342.02	23.76	22.69	-1.97	0.14	101.02	148.22	156.94	163.05	79.88	0.037	0.076
29.380	24.95	445.45	0.010	0.021	9.750	9.415	7.99	666.26	-46.15	-344.78	31.58	19.22	-1.93	0.13	101.37	148.14	156.86	163.03	79.89	0.035	0.075
29.400	24.93	444.28	0.011	0.018	9.751	9.433	7.98	656.57	-46.68	-347.10	39.45	22.59	-1.89	0.13	100.94	147.98	156.69	162.87	79.90	0.034	0.073
29.420	24.91	443.14	0.008	0.034	9.750	9.449	7.97	649.60	-46.82	-345.94	40.76	30.83	-1.88	0.14	100.98	147.88	156.58	162.74	79.89	0.032	0.071
29.440	24.89	442.28	0.005	0.021	9.750	9.456	7.97	643.93	-45.76	-339.80	30.11	34.64	-1.89	0.13	100.84	147.72	156.41	162.58	79.92	0.031	0.070
29.460	24.86	441.58	0.010	0.027	9.750	9.464	7.98	647.19	-44.77	-336.73	18.87	35.07	-1.92	0.13	100.84	147.51	156.18	162.45	79.87	0.030	0.069
29.480	24.84	440.76	0.010	0.025	9.752	9.473	7.99	647.24	-41.36	-337.71	18.64	26.33	-1.92	0.12	100.87	147.38	156.01	162.32	79.91	0.029	0.068
29.500	24.82	439.90	0.008	0.022	9.750	9.484	7.99	634.66	-38.17	-340.83	25.83	13.22	-1.86	0.11	100.87	147.22	155.87	162.17	79.88	0.028	0.067
29.520	24.81	439.04	0.008	0.022	9.751	9.497	7.99	627.51	-37.32	-342.91	33.03	14.88	-1.83	0.11	100.98	147.14	155.75	162.09	79.91	0.027	0.066
29.540	24.80	438.26	0.008	0.025	9.750	9.512	7.98	623.61	-38.52	-343.75	38.24	21.46	-1.81	0.11	101.02	147.06	155.64	161.93	79.89	0.025	0.064
29.560	24.79	437.63	0.005	0.022	9.750	9.521	8.00	618.06	-39.89	-342.74	38.25	27.79	-1.80	0.12	101.09	146.85	155.47	161.75	79.89	0.024	0.063
29.580	24.80	437.16	0.008	0.024	9.751	9.535	7.98	616.46	-39.17	-338.70	28.88	35.92	-1.82	0.12	101.23	146.77	155.33	161.57	79.90	0.023	0.061
29.600	24.82	436.58	0.008	0.021	9.749	9.555	7.98	611.16	-36.89	-335.46	19.43	30.16	-1.82	0.11	101.23	146.59	155.16	161.41	79.88	0.020	0.059
29.620	24.85	435.95	0.014	0.018	9.749	9.581	7.99	604.59	-36.71	-337.86	20.97	19.13	-1.79	0.11	101.37	146.46	154.99	161.23	79.91	0.017	0.056
29.640	24.86	435.21	0.005	0.022	9.748	9.601	7.98	597.46	-38.22	-340.21	25.81	14.31	-1.76	0.11	101.30	146.41	154.87	161.15	79.88	0.015	0.054
29.660	24.86	434.51	0.008	0.024	9.748	9.618	7.99	583.32	-39.07	-343.20	33.08	12.25	-1.70	0.11	101.37	146.30	154.68	160.97	79.91	0.013	0.052
29.680	24.88	433.96	0.016	0.025	9.746	9.636	7.99	572.30	-40.39	-344.70	39.48	19.26	-1.66	0.12	101.55	146.17	154.53	160.81	79.88	0.011	0.050
29.700	24.89	433.45	0.010	0.021	9.748	9.649	8.00	566.37	-41.14	-340.87	37.38	29.56	-1.66	0.12	101.90	146.14	154.36	160.65	79.89	0.010	0.049
29.720	24.89	433.06	0.011	0.021	9.747	9.658	7.99	560.29	-42.27	-335.59	28.14	32.58	-1.67	0.13	101.65	145.93	154.08	160.47	79.90	0.009	0.048
29.740	24.89	432.67	0.017	0.022	9.746	9.667	7.99	554.51	-43.57	-333.55	18.58	29.17	-1.66	0.13	101.62	145.83	153.94	160.29	79.88	0.008	0.047
29.760	24.89	432.20	0.008	0.021	9.743	9.680	7.97	543.07	-42.61	-335.59	19.10	17.87	-1.62	0.13	101.65	145.67	153.74	160.13	79.91	0.006	0.045
29.780	24.91	431.54	0.005	0.015	9.743	9.703	7.98	526.29	-41.41	-339.46	28.39	10.00	-1.55	0.12	101.47	145.54	153.48	159.97	79.87	0.004	0.043
29.800	24.93	430.95	0.010	0.022	9.741	9.723	7.99	511.50	-41.64	-342.06	36.06	14.03	-1.50	0.12	101.23	145.38	153.26	159.82	79.92	0.002	0.041
29.820	24.93	430.52	0.007	0.024	9.739	9.733	7.99	497.52	-43.41	-342.54	42.25	17.63	-1.45	0.13	101.40	145.25	152.97	159.64	79.88	0.001	0.040
29.840	24.91	430.09	0.008	0.028	9.739	9.736	8.00	489.21	-46.19	-339.90	40.97	25.70	-1.44	0.14	101.40	145.12	152.63	159.40	79.91	0.000	0.040
29.860	24.90	429.66	0.004	0.024	9.738	9.741	7.99	482.87	-47.01	-335.01	30.09	32.85	-1.44	0.14	101.51	144.93	152.27	159.11	79.89	0.000	0.039
29.880	24.90	429.23	0.007	0.021	9.736	9.749	7.97	469.94	-44.54	-333.79	23.82	23.91	-1.41	0.13	101.33	144.72	151.87	158.83	79.88	-0.001	0.038
29.900	24.89	428.57	0.005	0.028	9.733	9.763	7.99	455.77	-43.12	-336.31	24.85	13.86	-1.36	0.13	101.23	144.54	151.47	158.54	79.90	-0.003	0.037
29.920	24.88	427.74	0.008	0.022	9.732	9.777	8.00	442.64	-42.89	-338.33	29.07	11.31	-1.31	0.13	101.12	144.35	151.05	158.25	79.88	-0.005	0.035
29.940	24.87	426.92	0.007	0.022	9.731	9.792	7.97	423.54	-42.78	-341.64	37.96	8.33	-1.24	0.13	100.98	144.22	150.59	157.91	79.91	-0.006	0.034
29.960	24.86	426.14	0.007	0.022	9.729	9.803	7.99	405.42	-44.39	-341.63	43.33	13.99	-1.19	0.13	100.84	143.96	150.11	157.50	79.88	-0.008	0.032
29.980	24.83	425.44	0.004	0.018	9.729	9.809	7.97	397.12	-45.13	-338.15	42.08	26.07	-1.17	0.13	100.84	143.80	149.57	156.97	79.91	-0.008	0.032
30.000	24.82	424.74	0.011	0.022	9.727	9.821	7.98	387.08	-46.71	-335.66	34.43	29.08	-1.15	0.14	100.73	143.51	149.06	156.37	79.90	-0.010	0.031
30.020	24.80	423.99	0.010	0.025	9.724	9.830	7.98	375.59	-48.78	-333.61	24.76	24.19	-1.13	0.15	100.59	143.27	148.64	155.83	79.91	-0.011	0.030
30.040	24.78	423.13	0.014	0.024	9.722	9.842	7.98	361.56	-47.18	-336.28	26.84	13.63	-1.08	0.14	100.56	142.93	148.10	155.23	79.91	-0.012	0.028
30.060	24.77	422.12	0.016	0.025	9.719	9.862	7.98	343.50	-44.77	-338.58	32.68	7.32	-1.01	0.13	100.48	142.67	147.67	154.73	79.90	-0.015	0.026
30.080	24.77	421.10	0.008	0.024	9.718	9.886	7.97	324.88	-42.95	-339.61	39.11	8.85	-0.96	0.13	100.41	142.38	147.22	154.16	79.93	-0.017	0.024
30.100	24.78	420.24	0.016	0.025	9.718	9.912	7.98	304.86	-44.09	-341.87	46.49	9.94	-0.89	0.13	100.34	142.17	146.79	153.58	79.90	-0.020	0.021
30.120	24.79	419.54	0.011	0.021	9.714	9.932	7.97	290.82	-46.85	-339.17	44.12	18.47	-0.86	0.14	99.85	141.75	146.34	153.01	79.94	-0.022	0.019
30.140	24.78	418.87	0.007	0.018	9.714	9.941	7.99	280.33	-47.19	-335.52	34.39	25.35	-0.84	0.14	100.20	141.35	145.97	152.41	79.91	-0.023	0.018
30.160	24.78	418.40	0.013	0.028	9.711	9.955	7.98	261.72	-46.12	-334.75	27.94	15.32	-0.78	0.14	100.10	141.09	145.55	151.76	79.93	-0.025	0.017
30.180	24.78	417.86	0.011	0.021	9.709	9.967	8.00	244.35	-44.82	-336.66	28.59	7.47	-0.73	0.13	100.20	140.67	145.26	151.21	79.92	-0.026	0.015
30.200	24.78	417.19	0.010	0.025	9.707	9.984	7.98	228.66	-43.82	-337.64	33.15	4.96	-0.68	0.13	99.99	140.25	144.84	150.64	79.92	-0.028	0.014
30.220	24.78	416.57	0.014	0.025	9.705	9.999	8.00	203.03	-42.45	-338.75	40.94	-2.11	-0.60	0.13	100.02	139.93	144.61	150.19	79.93	-0.029	0.012
30.240	24.79	415.98	0.014	0.024	9.703	10.015	7.99	179.34	-42.17	-339.75	47.69	0.68	-0.53	0.12	100.02	139.54	144.30	149.70	79.91	-0.031	0.011
30.260	24.80	415.51	0.008	0.021	9.701	10.029	7.99	165.95	-41.18	-337.43	48.65	11.27	-0.49	0.12	99.95	139.20	144.04	149.20	79.96	-0.033	0.009
30.280	24.81	415.16	0.008	0.028	9.699	10.043	7.99	149.77	-40.41	-332.99	41.66	14.73	-0.45	0.12	99.88	138.75	143.76	148.68	79.92	-0.034	0.008
30.300	24.80	414.73	0.010	0.021	9.697	10.052	7.98	130.82	-41.19	-329.82	33.10	11.40	-0.40	0.12	99.92	138.38	143.53	148.16	79.96	-0.035	0.007
30.320	24.79	414.22	0.008	0.022	9.692	10.058	7.97	112.11	-40.83	-331.61	33.88	2.32	-0.34	0.12	99.81	138.04	143.22	147.66	79.94	-0.036	0.006
30.340	24.78	413.64	0.014	0.031	9.688	10.068	7.98	91.63	-39.52	-333.65	38.02	-4.28	-0.27	0.12	99.88	137.70	142.94	147.19	79.95	-0.038	0.005
30.360	24.77	412.89	0.008	0.022	9.686	10.081	7.96	70.83	-36.93	-333.42	42.68	-7.20	-0.21	0.11	99.95	137.41	142.79	146.72	79.95	-0.039	0.004
30.380	24.76	412.23	0.011	0.031	9.683	10.096	7.97	46.03	-34.78	-337.10	52.70	-11.07	-0.14	0.10	99.95	137.12	142.57	146.23	79.94	-0.041	0.002
30.400	24.76	411.64	0.014	0.028	9.679	10.108	7.94	25.23	-37.04	-337.58	54.00	-3.92	-0.07	0.11	99.92	136.83	142.37	145.76	79.97	-0.042	0.001
30.420	24.75	411.02	0.007	0.015	9.677	10.119	7.95	10.11	-36.87	-332.88	45.42	5.22	-0.03	0.11	99.92	136.51	142.14	145.37	79.94	-0.044	0.000
30.440	24.74	410.59	0.011	0.024	9.674	10.126	7.96	-9.82	-35.80	-329.71	37.86	-0.78	0.03	0.11	99.88	136.20	141.89	144.84	79.98	-0.045	-0.001
30.460	24.71	410.04	0.008	0.025	9.670	10.130	7.94	-22.38	-35.91	-332.72	40.59	-6.67	0.07	0.11	99.95	135.93	141.63	144.48	79.95	-0.045	-0.001
30.480	24.70	409.38	0.013	0.021	9.666	10.139	7.96	-32.37	-35.39	-336.60	44.43	-10.06	0.10	0.11	100.17	135.70	141.41	144.06	79.97	-0.047	-0.002
30.500	24.69	408.67	0.008	0.021	9.664	10.153	7.95	-63.53	-34.05	-337.53	46.77	-19.28	0.19	0.10	99.99	135.46	141.18	143.70	79.97	-0.048	-0.003
30.520	24.67	407.62	0.016	0.022	9.660	10.170	7.94	-91.54	-33.47	-339.91	52.39	-21.36	0.27	0.10	100.45	135.30	140.98	143.43	79.97	-0.050	-0.005
30.540	24.64	406.80	0.007	0.027	9.659	10.182	7.92	-108.32	-34.95	-341.35	55.98	-14.28	0.32	0.10	99.71	135.04	140.81	143.12	79.98	-0.051	-0.006
30.560	24.63	405.82	0.013	0.025	9.657	10.202	7.94	-128.09	-33.67	-337.03	51.17	-7.76	0.38	0.10	99.99	134.91	140.55	142.86	79.95	-0.053	-0.008
30.580	24.64	404.96	0.016	0.027	9.653	10.228	7.93	-146.24	-31.82	-331.40	41.45	-5.55	0.44	0.10	99.99	134.75	140.36	142.60	79.99	-0.056	-0.011
30.600	24.65	404.26	0.007	0.021	9.648	10.248	7.94	-161.78	-31.63	-333.23	40.23	-13.81	0.49	0.09	100.10	134.57	140.07	142.31	79.95	-0.059	-0.012
