TIRF Data File: Project 1320; Run 129
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
343.680	25.03	375.96	-2.981	2.022	10.011	11.176	11.91	-390.48	219.85	-162.24	12.26	5.29	2.41	-1.36	98.22	146.56	184.53	198.71	80.83	-0.104	-0.085
343.700	25.03	376.51	-2.981	2.018	10.013	11.158	11.88	-380.38	219.48	-157.51	4.59	13.83	2.41	-1.39	97.80	146.38	184.36	198.58	80.80	-0.103	-0.084
343.720	25.02	377.02	-2.983	2.022	10.011	11.139	11.89	-374.19	216.60	-153.19	-2.64	10.24	2.44	-1.41	98.19	146.33	184.28	198.43	80.81	-0.101	-0.082
343.740	25.02	377.45	-2.983	2.015	10.012	11.125	11.91	-371.52	211.93	-152.34	-2.78	4.67	2.44	-1.39	98.22	146.14	184.02	198.35	80.82	-0.100	-0.081
343.760	25.00	377.60	-2.981	2.016	10.013	11.114	11.89	-376.02	212.25	-156.72	-0.05	0.17	2.40	-1.35	98.08	146.06	183.88	198.24	80.80	-0.099	-0.080
343.780	24.99	377.95	-2.981	2.018	10.012	11.097	11.91	-387.82	222.35	-160.45	0.70	-5.44	2.42	-1.39	98.04	145.98	183.71	198.11	80.82	-0.098	-0.079
343.800	24.96	378.50	-2.980	2.019	10.012	11.068	11.91	-392.50	236.45	-162.47	5.65	-9.06	2.42	-1.46	98.43	145.98	183.60	198.04	80.78	-0.096	-0.077
343.820	24.93	379.28	-2.977	2.019	10.012	11.030	11.92	-385.96	246.31	-163.60	11.91	-4.67	2.36	-1.51	98.04	145.83	183.49	198.01	80.82	-0.092	-0.073
343.840	24.90	380.30	-2.984	2.016	10.013	10.990	11.90	-376.61	252.44	-161.50	9.79	6.12	2.33	-1.56	98.11	145.67	183.32	197.91	80.78	-0.089	-0.070
343.860	24.89	381.16	-2.978	2.013	10.014	10.958	11.91	-365.48	255.14	-156.08	1.55	13.08	2.34	-1.63	98.04	145.56	183.09	197.83	80.81	-0.086	-0.067
343.880	24.89	381.86	-2.987	2.015	10.015	10.938	11.91	-355.13	252.51	-153.77	-2.02	9.95	2.31	-1.64	98.08	145.35	182.97	197.67	80.79	-0.084	-0.065
343.900	24.90	382.41	-2.984	2.012	10.015	10.930	11.91	-349.91	248.03	-154.45	-0.36	3.72	2.27	-1.61	98.04	145.17	182.78	197.57	80.79	-0.084	-0.065
343.920	24.90	382.60	-2.986	2.013	10.016	10.924	11.91	-355.74	249.41	-158.23	0.75	-3.49	2.25	-1.58	97.94	145.09	182.66	197.41	80.80	-0.083	-0.064
343.940	24.91	382.92	-2.986	2.019	10.015	10.917	11.90	-362.72	258.34	-160.78	0.52	-7.83	2.26	-1.61	98.26	145.01	182.46	197.25	80.77	-0.083	-0.064
343.960	24.91	383.39	-2.984	2.018	10.016	10.907	11.91	-362.62	269.44	-161.33	5.44	-8.84	2.25	-1.67	97.73	144.85	182.29	197.12	80.81	-0.082	-0.063
343.980	24.92	383.97	-2.980	2.016	10.017	10.892	11.91	-354.65	276.52	-162.25	13.22	-5.35	2.19	-1.70	97.76	144.75	182.15	197.04	80.77	-0.080	-0.062
344.000	24.89	384.68	-2.981	2.019	10.019	10.860	11.90	-340.29	276.89	-161.17	12.04	4.91	2.11	-1.72	97.76	144.56	181.93	196.99	80.80	-0.077	-0.059
344.020	24.89	385.22	-2.986	2.016	10.020	10.842	11.91	-330.57	274.28	-155.26	1.68	12.20	2.13	-1.77	97.51	144.38	181.78	196.84	80.77	-0.076	-0.057
344.040	24.89	385.69	-2.987	2.019	10.019	10.833	11.91	-326.64	268.77	-150.66	-3.53	6.68	2.17	-1.78	97.30	144.22	181.56	196.68	80.79	-0.075	-0.056
344.060	24.91	386.16	-2.981	2.022	10.020	10.827	11.90	-323.98	263.34	-151.39	-2.52	1.74	2.14	-1.74	97.83	144.14	181.36	196.52	80.79	-0.075	-0.056
344.080	24.93	386.55	-2.984	2.019	10.019	10.824	11.90	-329.64	266.08	-154.12	-4.06	-2.74	2.14	-1.73	97.51	144.01	181.16	196.42	80.77	-0.074	-0.056
344.100	24.95	387.14	-2.987	2.018	10.020	10.815	11.89	-335.15	278.35	-157.49	-1.80	-8.39	2.13	-1.77	97.44	143.88	180.96	196.26	80.80	-0.074	-0.055
344.120	24.94	387.96	-2.978	2.020	10.019	10.790	11.90	-328.95	290.47	-160.88	6.12	-6.21	2.04	-1.81	97.44	143.83	180.73	196.16	80.76	-0.071	-0.053
344.140	24.92	389.05	-2.986	2.018	10.019	10.752	11.90	-318.78	297.37	-161.85	11.12	0.17	1.97	-1.84	97.73	143.70	180.54	196.08	80.81	-0.068	-0.049
344.160	24.93	389.91	-2.983	2.016	10.020	10.733	11.92	-308.84	299.09	-159.25	5.68	6.52	1.94	-1.88	97.48	143.56	180.31	195.98	80.77	-0.067	-0.048
344.180	24.94	390.89	-2.986	2.012	10.019	10.708	11.90	-298.83	299.49	-154.33	-1.67	10.88	1.94	-1.94	97.30	143.43	180.11	195.84	80.79	-0.064	-0.045
344.200	24.94	391.67	-2.987	2.016	10.020	10.687	11.92	-293.79	298.08	-151.06	-4.24	5.46	1.94	-1.97	97.44	143.30	179.94	195.71	80.78	-0.063	-0.044
344.220	24.95	392.26	-2.986	2.013	10.020	10.675	11.91	-295.75	298.18	-153.05	-1.83	-2.05	1.93	-1.95	97.48	143.14	179.80	195.53	80.77	-0.061	-0.042
344.240	24.95	392.69	-2.987	2.019	10.021	10.665	11.93	-295.83	304.60	-159.60	0.99	-4.13	1.85	-1.91	97.37	143.06	179.63	195.45	80.79	-0.060	-0.042
344.260	24.96	393.27	-2.987	2.016	10.020	10.653	11.93	-291.03	314.39	-163.71	3.43	-9.58	1.78	-1.92	97.37	142.91	179.54	195.35	80.76	-0.059	-0.040
344.280	24.95	393.94	-2.984	2.020	10.021	10.631	11.93	-282.91	320.36	-165.41	10.35	-11.28	1.71	-1.94	97.34	142.78	179.43	195.24	80.80	-0.057	-0.039
344.300	24.95	394.49	-2.978	2.019	10.022	10.615	11.95	-274.04	321.99	-162.86	12.69	-2.39	1.68	-1.98	97.27	142.64	179.26	195.14	80.76	-0.056	-0.037
344.320	24.94	394.99	-2.981	2.009	10.023	10.599	11.96	-267.65	322.27	-157.94	4.03	4.68	1.69	-2.04	97.27	142.56	179.15	195.01	80.80	-0.054	-0.036
344.340	24.94	395.46	-2.987	2.015	10.024	10.586	11.95	-261.82	320.62	-153.34	-3.17	4.57	1.71	-2.09	97.30	142.41	179.01	194.91	80.77	-0.053	-0.034
344.360	24.97	396.01	-2.984	2.015	10.024	10.581	11.95	-254.56	315.61	-153.10	-3.28	-0.76	1.66	-2.06	97.20	142.25	178.83	194.83	80.78	-0.053	-0.034
344.380	24.99	396.32	-2.986	2.012	10.024	10.582	11.94	-254.60	314.31	-156.00	-3.99	-8.97	1.63	-2.01	97.27	142.17	178.72	194.64	80.79	-0.053	-0.034
344.400	25.00	396.79	-2.983	2.013	10.024	10.573	11.96	-253.96	323.89	-159.27	-3.39	-11.66	1.59	-2.03	97.62	142.12	178.58	194.54	80.76	-0.052	-0.033
344.420	25.00	397.42	-2.990	2.015	10.024	10.557	11.95	-246.04	338.13	-161.45	2.87	-12.38	1.52	-2.09	97.55	142.04	178.47	194.44	80.79	-0.051	-0.032
344.440	25.02	398.04	-2.987	2.012	10.026	10.551	11.97	-233.92	346.73	-162.14	9.04	-10.57	1.44	-2.14	97.27	141.88	178.32	194.33	80.76	-0.050	-0.031
344.460	25.01	398.71	-2.988	2.012	10.026	10.529	11.96	-219.78	347.24	-160.28	6.75	-2.22	1.37	-2.17	97.20	141.78	178.15	194.23	80.80	-0.048	-0.029
344.480	25.00	399.33	-2.987	2.016	10.027	10.506	11.95	-209.56	343.74	-156.36	-0.34	2.44	1.34	-2.20	97.34	141.72	178.01	194.07	80.77	-0.046	-0.027
344.500	24.99	399.72	-2.978	2.012	10.029	10.493	11.96	-204.40	338.91	-152.16	-4.53	-2.07	1.34	-2.23	97.51	141.56	177.87	193.97	80.79	-0.044	-0.026
344.520	24.99	400.27	-2.987	2.012	10.029	10.479	11.96	-197.57	334.92	-154.33	-4.02	-6.74	1.28	-2.17	97.48	141.46	177.67	193.81	80.77	-0.043	-0.025
344.540	24.99	400.74	-2.983	2.022	10.028	10.466	11.94	-190.62	337.68	-159.74	-2.55	-13.04	1.19	-2.11	97.48	141.35	177.50	193.65	80.77	-0.042	-0.023
344.560	25.00	401.17	-2.986	2.012	10.030	10.460	11.94	-184.14	346.19	-162.15	-0.54	-19.91	1.14	-2.14	97.48	141.33	177.45	193.50	80.79	-0.041	-0.023
344.580	25.00	401.68	-2.987	2.019	10.029	10.448	11.96	-174.22	356.17	-163.20	6.61	-20.59	1.07	-2.18	97.41	141.30	177.28	193.34	80.77	-0.040	-0.022
344.600	24.99	402.26	-2.978	2.018	10.031	10.427	11.98	-161.73	359.23	-161.94	9.12	-14.65	1.00	-2.22	97.44	141.17	177.19	193.29	80.79	-0.038	-0.020
344.620	24.97	402.85	-2.986	2.013	10.033	10.402	11.98	-150.82	358.56	-157.35	2.35	-6.16	0.96	-2.28	97.44	141.07	177.05	193.18	80.76	-0.035	-0.017
344.640	24.97	403.47	-2.980	2.013	10.034	10.388	11.97	-141.18	353.89	-154.45	-3.26	-6.23	0.91	-2.29	97.44	141.01	176.88	193.08	80.79	-0.034	-0.016
344.660	24.98	404.02	-2.986	2.034	10.032	10.376	12.00	-134.38	351.84	-152.96	-4.45	-13.21	0.88	-2.30	97.41	140.85	176.74	192.95	80.77	-0.033	-0.015
344.680	24.98	404.73	-2.978	2.013	10.034	10.358	11.99	-124.42	356.11	-153.52	-6.58	-19.03	0.81	-2.32	97.41	140.80	176.59	192.77	80.78	-0.031	-0.013
344.700	24.97	405.31	-2.986	2.022	10.034	10.341	12.00	-112.31	363.98	-158.59	-4.95	-24.05	0.71	-2.30	97.65	140.75	176.51	192.64	80.78	-0.030	-0.012
344.720	24.98	405.86	-2.987	2.013	10.035	10.331	12.01	-103.67	368.17	-161.32	1.86	-27.85	0.64	-2.28	97.27	140.67	176.42	192.58	80.76	-0.029	-0.011
344.740	25.00	406.17	-2.987	2.019	10.035	10.329	11.99	-100.50	368.50	-161.00	8.70	-24.09	0.62	-2.29	97.20	140.64	176.31	192.45	80.79	-0.028	-0.010
344.760	24.99	406.41	-2.984	2.020	10.037	10.322	12.00	-98.04	363.10	-158.19	7.35	-16.82	0.62	-2.30	97.09	140.59	176.11	192.35	80.76	-0.028	-0.010
344.780	24.98	406.48	-2.981	2.012	10.037	10.312	12.01	-96.54	356.17	-151.63	-1.96	-12.53	0.64	-2.35	96.98	140.43	175.91	192.27	80.80	-0.027	-0.009
344.800	24.97	406.76	-2.988	2.015	10.038	10.302	12.03	-95.33	355.07	-148.01	-5.90	-14.83	0.64	-2.40	96.49	140.38	175.83	192.17	80.76	-0.026	-0.008
344.820	24.97	407.11	-2.984	2.013	10.037	10.295	12.01	-87.90	356.23	-150.73	-5.21	-21.40	0.58	-2.36	96.84	140.41	175.63	192.06	80.79	-0.025	-0.007
344.840	24.99	407.58	-2.986	2.016	10.037	10.292	12.01	-77.84	360.38	-155.48	-4.87	-27.83	0.50	-2.32	96.81	140.30	175.55	191.88	80.77	-0.025	-0.007
344.860	25.02	407.85	-2.984	2.020	10.037	10.296	12.01	-69.93	365.30	-159.01	-1.09	-31.30	0.44	-2.30	96.77	140.30	175.38	191.85	80.77	-0.025	-0.007
344.880	25.03	408.13	-2.980	2.013	10.038	10.294	12.02	-62.58	366.06	-160.86	6.72	-30.15	0.39	-2.28	96.74	140.22	175.29	191.75	80.79	-0.025	-0.007
344.900	25.04	408.52	-2.983	2.018	10.037	10.287	12.02	-52.63	363.04	-160.02	7.25	-20.07	0.33	-2.27	96.59	140.22	175.12	191.72	80.76	-0.024	-0.006
344.920	25.06	408.83	-2.983	2.015	10.037	10.287	12.00	-45.30	360.72	-156.97	1.66	-13.89	0.29	-2.30	96.56	140.14	174.92	191.62	80.79	-0.024	-0.006
344.940	25.06	409.42	-2.983	2.012	10.037	10.272	12.02	-40.91	358.96	-152.19	-4.38	-17.37	0.27	-2.36	96.52	140.14	174.78	191.51	80.75	-0.023	-0.005
344.960	25.04	409.92	-2.984	2.010	10.038	10.253	12.00	-30.51	356.89	-152.09	-6.49	-21.94	0.20	-2.35	96.56	140.07	174.64	191.36	80.79	-0.021	-0.003
344.980	25.03	410.51	-2.983	2.009	10.037	10.234	12.02	-19.85	360.76	-156.65	-5.28	-28.69	0.13	-2.30	96.70	140.07	174.47	191.28	80.76	-0.019	-0.001
345.000	25.04	410.82	-2.981	2.016	10.036	10.228	12.03	-13.53	367.19	-159.60	-2.32	-35.60	0.08	-2.30	96.70	140.04	174.35	191.17	80.79	-0.019	-0.001
345.020	25.04	411.13	-2.986	2.019	10.037	10.223	12.02	0.78	369.69	-160.23	4.02	-35.50	0.00	-2.31	96.63	139.99	174.18	191.12	80.78	-0.018	0.000
345.040	25.06	411.60	-2.983	2.010	10.039	10.217	12.00	16.91	368.26	-158.50	7.16	-30.50	-0.11	-2.32	96.74	139.93	174.01	190.99	80.76	-0.017	0.000
345.060	25.06	412.27	-2.983	2.013	10.039	10.204	12.02	26.77	367.26	-154.13	1.37	-22.67	-0.17	-2.38	96.63	139.91	173.79	190.91	80.79	-0.016	0.002
345.080	25.04	413.01	-2.984	2.016	10.039	10.175	12.01	36.14	361.13	-150.48	-7.10	-19.57	-0.24	-2.40	96.84	139.88	173.59	190.81	80.76	-0.013	0.005
345.100	25.03	413.71	-2.988	2.012	10.039	10.153	12.00	48.05	350.54	-151.03	-9.70	-25.18	-0.32	-2.32	96.63	139.85	173.33	190.68	80.79	-0.011	0.007
345.120	25.02	414.65	-2.984	2.018	10.039	10.129	12.02	66.02	347.74	-153.94	-11.08	-32.57	-0.43	-2.26	96.63	139.75	173.14	190.60	80.76	-0.009	0.009
345.140	25.03	415.36	-2.983	2.013	10.040	10.116	12.02	85.07	352.62	-156.53	-10.30	-36.58	-0.54	-2.25	96.56	139.80	172.91	190.50	80.79	-0.007	0.010
345.160	25.04	416.02	-2.990	2.012	10.039	10.102	12.00	95.84	357.34	-157.50	-3.65	-39.03	-0.61	-2.27	96.98	139.78	172.62	190.37	80.77	-0.006	0.012
345.180	25.05	416.49	-2.977	2.023	10.039	10.094	12.02	106.10	356.55	-158.03	3.31	-33.45	-0.67	-2.26	96.49	139.67	172.37	190.29	80.76	-0.005	0.013
345.200	25.06	417.11	-2.988	2.012	10.038	10.082	12.00	118.30	349.95	-155.70	-0.67	-25.31	-0.76	-2.25	96.49	139.64	172.09	190.24	80.79	-0.004	0.014
345.220	25.06	417.90	-2.988	2.012	10.041	10.067	12.02	127.76	343.59	-150.12	-11.48	-23.52	-0.85	-2.29	96.38	139.59	171.86	190.13	80.76	-0.003	0.015
345.240	25.07	418.95	-2.984	2.015	10.040	10.045	12.02	141.59	340.03	-148.54	-15.76	-24.22	-0.95	-2.29	96.38	139.62	171.63	190.05	80.79	-0.001	0.018
345.260	25.07	420.12	-2.984	2.028	10.038	10.017	12.01	160.72	339.72	-152.09	-15.44	-29.39	-1.06	-2.23	96.38	139.59	171.43	189.95	80.76	0.002	0.020
345.280	25.09	421.22	-2.986	2.020	10.039	9.998	12.02	178.52	341.07	-155.97	-15.24	-36.67	-1.14	-2.19	96.38	139.59	171.24	189.79	80.79	0.004	0.022
345.300	25.11	422.20	-2.986	2.019	10.039	9.983	12.01	192.90	338.13	-160.35	-7.95	-37.10	-1.20	-2.11	96.42	139.59	171.07	189.79	80.76	0.006	0.024
345.320	25.15	423.06	-2.988	2.013	10.040	9.976	12.01	202.00	333.52	-160.49	-1.62	-32.81	-1.26	-2.08	96.45	139.57	170.81	189.69	80.78	0.006	0.025
345.340	25.19	423.99	-2.983	2.015	10.041	9.971	12.00	210.66	328.38	-156.59	-4.54	-24.19	-1.35	-2.10	96.28	139.64	170.58	189.61	80.78	0.007	0.025
345.360	25.22	425.17	-2.988	2.013	10.041	9.956	12.00	217.54	319.64	-153.24	-13.60	-17.38	-1.42	-2.09	96.52	139.62	170.41	189.56	80.77	0.009	0.027
345.380	25.26	426.38	-2.987	2.013	10.041	9.944	11.99	225.60	311.63	-152.62	-17.94	-20.97	-1.48	-2.04	96.66	139.62	170.27	189.48	80.79	0.010	0.028
345.400	25.31	428.02	-2.986	2.013	10.041	9.926	11.98	243.75	307.63	-155.69	-17.92	-28.45	-1.57	-1.98	96.45	139.64	170.16	189.37	80.76	0.012	0.030
345.420	25.34	429.31	-2.986	2.009	10.044	9.908	11.97	261.01	307.11	-159.34	-16.69	-33.45	-1.64	-1.93	96.56	139.72	170.07	189.35	80.79	0.014	0.032
345.440	25.35	430.52	-2.987	2.015	10.044	9.882	11.96	271.17	307.76	-160.18	-9.50	-37.48	-1.69	-1.92	96.49	139.78	169.96	189.30	80.76	0.016	0.034
345.460	25.35	431.38	-2.986	2.012	10.045	9.863	11.97	281.26	306.39	-159.80	-2.17	-31.89	-1.76	-1.92	96.66	139.83	169.87	189.27	80.79	0.018	0.036
345.480	25.35	432.28	-2.988	2.013	10.047	9.842	11.98	289.22	301.76	-157.38	-5.20	-21.63	-1.84	-1.92	96.66	139.93	169.82	189.19	80.76	0.021	0.039
345.500	25.37	433.26	-2.987	2.009	10.047	9.828	11.97	291.13	295.14	-151.48	-14.37	-18.18	-1.92	-1.95	96.59	139.93	169.73	189.14	80.77	0.022	0.040
345.520	25.40	434.35	-2.990	2.013	10.047	9.815	11.97	294.36	286.49	-150.67	-19.73	-19.98	-1.95	-1.90	96.45	140.04	169.76	189.11	80.78	0.024	0.041
345.540	25.42	435.72	-2.988	2.015	10.047	9.790	11.96	306.55	280.75	-153.05	-22.64	-24.66	-2.00	-1.83	96.38	140.09	169.73	189.14	80.76	0.026	0.044
345.560	25.40	437.09	-2.988	2.013	10.048	9.752	11.96	321.92	277.00	-157.74	-18.58	-32.39	-2.04	-1.76	96.28	140.20	169.73	189.06	80.79	0.030	0.048
345.580	25.37	438.34	-2.988	2.013	10.049	9.715	11.95	335.61	271.19	-160.29	-11.99	-31.39	-2.09	-1.69	96.24	140.20	169.76	189.06	80.75	0.034	0.052
345.600	25.37	439.27	-2.984	2.013	10.050	9.692	11.94	344.99	265.52	-157.80	-8.72	-24.73	-2.19	-1.68	96.28	140.30	169.87	189.06	80.80	0.037	0.055
345.620	25.36	440.06	-2.990	2.015	10.051	9.674	11.95	350.01	260.76	-155.37	-9.30	-16.42	-2.25	-1.68	96.06	140.35	169.96	189.01	80.77	0.039	0.057
345.640	25.34	441.03	-2.990	2.013	10.051	9.642	11.96	348.11	252.68	-151.74	-14.88	-12.43	-2.29	-1.67	95.96	140.43	170.04	189.01	80.79	0.042	0.060
345.660	25.31	442.17	-2.987	2.016	10.052	9.607	11.96	347.90	242.12	-153.25	-17.68	-18.81	-2.27	-1.58	96.24	140.51	170.16	188.96	80.79	0.046	0.064
345.680	25.26	443.50	-2.983	2.012	10.053	9.558	11.97	362.41	233.56	-158.00	-16.40	-23.74	-2.29	-1.48	95.74	140.54	170.30	188.96	80.78	0.052	0.069
345.700	25.20	444.82	-2.981	2.015	10.054	9.507	11.96	378.03	227.09	-160.91	-13.43	-27.98	-2.35	-1.41	95.57	140.64	170.47	188.93	80.80	0.058	0.075
345.720	25.12	445.96	-2.984	2.013	10.055	9.454	11.96	383.04	218.95	-162.40	-5.69	-30.31	-2.36	-1.35	95.60	140.72	170.61	188.98	80.77	0.064	0.081
345.740	25.06	446.90	-2.986	2.020	10.058	9.410	11.96	388.08	209.60	-161.76	-1.05	-20.37	-2.40	-1.30	95.53	140.83	170.75	188.96	80.81	0.069	0.086
345.760	24.99	447.87	-2.988	2.015	10.058	9.366	11.97	387.74	198.55	-157.05	-7.71	-11.23	-2.47	-1.26	95.57	140.88	170.87	188.93	80.78	0.074	0.091
345.780	24.95	449.08	-2.990	2.013	10.060	9.323	11.97	382.09	186.24	-152.71	-16.28	-9.76	-2.50	-1.22	95.53	140.91	171.01	188.96	80.81	0.079	0.096
345.800	24.90	450.53	-2.990	2.010	10.060	9.275	11.98	386.11	175.04	-153.62	-20.67	-10.96	-2.51	-1.14	95.60	141.04	171.15	188.96	80.78	0.085	0.102
345.820	24.85	451.98	-2.988	2.009	10.062	9.227	11.97	396.20	166.87	-156.34	-19.53	-18.45	-2.53	-1.07	95.57	141.04	171.32	189.04	80.79	0.090	0.108
345.840	24.80	453.34	-2.983	2.012	10.064	9.181	11.95	402.30	161.24	-159.06	-11.79	-23.38	-2.53	-1.01	95.64	141.14	171.46	189.09	80.79	0.096	0.113
345.860	24.78	454.56	-2.984	2.016	10.065	9.151	11.98	403.57	155.97	-158.43	-4.62	-19.23	-2.55	-0.98	95.50	141.30	171.63	189.09	80.77	0.100	0.117
345.880	24.77	455.73	-2.988	2.013	10.065	9.121	11.94	401.72	150.46	-155.23	-3.26	-11.28	-2.59	-0.97	95.46	141.33	171.77	189.14	80.81	0.103	0.121
345.900	24.75	456.82	-2.983	2.018	10.067	9.095	11.96	391.98	143.29	-151.36	-9.71	-6.55	-2.59	-0.95	95.60	141.43	171.94	189.24	80.77	0.107	0.124
345.920	24.73	457.99	-2.988	2.009	10.068	9.064	11.95	381.50	135.50	-150.11	-16.02	-9.88	-2.54	-0.90	95.67	141.51	172.09	189.32	80.82	0.111	0.128
345.940	24.74	459.64	-2.987	2.015	10.068	9.033	11.95	383.55	132.38	-151.46	-17.78	-16.24	-2.53	-0.87	95.74	141.62	172.31	189.37	80.78	0.115	0.132
345.960	24.75	461.16	-2.983	2.010	10.069	9.009	11.97	391.94	131.84	-153.35	-14.76	-20.93	-2.56	-0.86	95.67	141.70	172.51	189.45	80.81	0.118	0.135
345.980	24.79	462.49	-2.984	2.015	10.068	8.996	11.96	396.39	130.41	-156.02	-6.03	-22.24	-2.54	-0.84	95.57	141.80	172.71	189.53	80.81	0.119	0.136
346.000	24.83	463.54	-2.987	2.010	10.069	8.992	11.95	395.57	129.52	-155.54	-1.77	-15.74	-2.54	-0.83	95.74	141.93	172.82	189.66	80.80	0.120	0.137
346.020	24.87	464.33	-2.990	2.006	10.069	8.989	11.96	391.33	128.47	-151.80	-6.64	-6.42	-2.58	-0.85	95.53	142.04	172.99	189.74	80.81	0.120	0.137
346.040	24.86	465.07	-2.988	2.012	10.069	8.974	11.95	384.17	126.89	-148.03	-13.09	-6.08	-2.60	-0.86	95.53	142.06	173.14	189.84	80.79	0.122	0.139
346.060	24.87	465.89	-2.988	2.010	10.070	8.960	11.96	381.48	125.30	-147.92	-17.80	-12.72	-2.58	-0.85	95.57	142.20	173.25	189.90	80.84	0.124	0.141
346.080	24.89	466.83	-2.981	2.020	10.070	8.950	11.96	388.84	124.87	-151.29	-18.43	-18.79	-2.57	-0.83	95.67	142.28	173.45	190.05	80.81	0.125	0.142
346.100	24.92	467.49	-2.987	2.010	10.070	8.947	11.95	395.31	126.46	-154.64	-11.55	-21.61	-2.56	-0.82	95.64	142.33	173.59	190.18	80.84	0.126	0.142
346.120	24.95	468.00	-2.983	2.018	10.070	8.947	11.93	395.11	127.61	-155.44	-2.86	-17.37	-2.54	-0.82	95.74	142.46	173.76	190.31	80.82	0.126	0.143
346.140	24.98	468.35	-2.986	2.010	10.071	8.950	11.92	390.88	126.06	-153.96	-2.17	-9.24	-2.54	-0.82	95.78	142.51	173.90	190.44	80.83	0.125	0.142
346.160	25.00	468.70	-2.990	2.016	10.071	8.951	11.92	380.62	124.27	-148.78	-10.99	-7.20	-2.56	-0.84	95.46	142.54	173.99	190.52	80.85	0.125	0.142
346.180	25.00	469.33	-2.983	2.018	10.070	8.942	11.91	373.67	121.40	-147.85	-18.04	-8.51	-2.53	-0.82	95.71	142.54	174.07	190.60	80.83	0.126	0.143
346.200	25.01	470.15	-2.987	2.012	10.070	8.927	11.92	378.91	121.17	-150.44	-20.38	-14.21	-2.52	-0.81	95.92	142.62	174.21	190.68	80.86	0.128	0.145
346.220	25.02	470.93	-2.986	2.007	10.071	8.917	11.91	387.08	121.96	-154.58	-15.03	-23.47	-2.50	-0.79	95.92	142.67	174.38	190.84	80.83	0.129	0.146
346.240	25.03	471.48	-2.981	2.016	10.071	8.909	11.92	390.60	122.34	-156.26	-5.99	-20.97	-2.50	-0.78	95.99	142.70	174.47	190.94	80.86	0.130	0.147
346.260	25.04	471.79	-2.984	2.016	10.071	8.909	11.91	389.63	121.52	-154.00	-3.25	-12.40	-2.53	-0.79	96.24	142.72	174.55	191.02	80.83	0.130	0.147
346.280	25.05	472.22	-2.987	2.018	10.072	8.904	11.90	384.56	120.27	-149.80	-7.70	-7.41	-2.57	-0.80	96.17	142.70	174.61	191.12	80.86	0.131	0.148
346.300	25.06	472.53	-2.981	2.016	10.072	8.902	11.90	382.59	118.29	-147.50	-15.49	-4.90	-2.59	-0.80	95.74	142.67	174.69	191.17	80.86	0.131	0.148
346.320	25.04	472.96	-2.984	2.016	10.071	8.887	11.89	386.43	117.55	-150.06	-18.71	-11.03	-2.58	-0.78	96.42	142.72	174.81	191.31	80.85	0.133	0.150
354.920	24.94	488.40	-2.986	4.021	10.106	8.570	11.93	366.67	96.65	-155.71	-0.61	-24.14	-2.35	-0.62	100.52	148.09	180.68	200.96	80.90	0.179	0.185
354.940	24.94	488.09	-2.984	4.021	10.106	8.577	11.91	363.90	94.86	-154.33	0.53	-19.59	-2.36	-0.61	100.56	148.06	180.71	201.04	80.88	0.178	0.184
354.960	24.96	487.66	-2.988	4.020	10.105	8.591	11.88	357.67	94.08	-150.26	-7.22	-18.29	-2.38	-0.63	100.56	148.06	180.62	201.01	80.89	0.176	0.182
354.980	24.98	487.35	-2.988	4.016	10.105	8.602	11.90	351.19	93.86	-147.41	-15.59	-20.70	-2.38	-0.64	100.56	148.06	180.56	200.96	80.89	0.175	0.180
355.000	24.98	486.99	-2.986	4.013	10.105	8.608	11.91	357.43	94.08	-148.91	-20.13	-23.64	-2.40	-0.63	100.48	148.04	180.51	201.06	80.88	0.174	0.180
355.020	24.98	486.68	-2.986	4.021	10.104	8.615	11.89	366.77	96.16	-152.81	-17.80	-29.55	-2.40	-0.63	100.63	147.98	180.56	201.09	80.90	0.173	0.179
355.040	24.98	486.13	-2.988	4.014	10.104	8.623	11.90	369.64	98.01	-155.74	-8.44	-29.85	-2.37	-0.63	100.77	147.96	180.51	201.11	80.87	0.172	0.178
355.060	24.97	485.66	-2.981	4.021	10.103	8.628	11.90	368.29	99.25	-155.51	-4.04	-22.35	-2.37	-0.64	100.80	147.85	180.45	201.17	80.90	0.171	0.177
355.080	24.97	485.23	-2.987	4.023	10.104	8.637	11.90	361.41	98.94	-151.31	-8.74	-18.77	-2.39	-0.65	100.70	147.72	180.37	201.22	80.87	0.170	0.176
355.100	24.96	484.96	-2.978	4.021	10.102	8.640	11.90	355.82	96.83	-148.13	-16.08	-17.88	-2.40	-0.65	100.66	147.80	180.37	201.22	80.90	0.169	0.175
355.120	24.98	484.96	-2.986	4.018	10.104	8.646	11.91	359.53	96.25	-149.49	-21.67	-22.72	-2.41	-0.64	100.59	147.77	180.37	201.22	80.88	0.169	0.174
355.140	24.99	484.96	-2.981	4.017	10.103	8.649	11.91	367.20	99.03	-153.75	-19.07	-29.32	-2.39	-0.64	100.59	147.75	180.31	201.22	80.89	0.168	0.174
355.160	24.97	485.04	-2.990	4.018	10.102	8.640	11.91	372.20	100.10	-157.23	-10.13	-27.02	-2.37	-0.64	100.59	147.69	180.31	201.24	80.89	0.169	0.175
355.180	24.96	485.00	-2.981	4.021	10.102	8.639	11.91	370.66	100.24	-158.09	1.14	-24.04	-2.34	-0.63	100.63	147.64	180.28	201.27	80.88	0.169	0.175
