TIRF Data File: Project 1320; Run 126
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	mph	rpm	deg	deg	in	in	psi	lb	lb	lb	ft-lb	ft-lb	none	none	deg F	deg F	deg F	deg F	deg F	none	SAE
230.060	25.16	442.91	0.021	2.009	10.296	9.548	9.98	139.37	-1.35	-50.02	9.86	3.40	-2.79	0.03	97.16	133.54	142.74	148.18	80.08	0.078	0.078
230.080	25.15	443.57	0.026	2.010	10.296	9.530	9.99	141.14	-1.03	-47.73	2.79	3.79	-2.96	0.02	96.95	133.49	142.71	148.26	80.09	0.080	0.080
230.100	25.15	444.28	0.023	2.010	10.295	9.513	9.98	147.49	-1.42	-47.17	-2.15	-1.02	-3.13	0.03	97.05	133.54	142.65	148.26	80.06	0.082	0.082
230.120	25.13	444.90	0.023	2.010	10.297	9.495	9.98	146.61	-1.43	-50.75	1.65	-8.04	-2.89	0.03	96.98	133.51	142.71	148.29	80.10	0.084	0.084
230.140	25.11	445.45	0.029	2.007	10.296	9.474	9.99	140.16	-0.43	-55.25	7.36	-11.13	-2.54	0.01	97.12	133.57	142.68	148.31	80.06	0.087	0.086
230.160	25.09	446.19	0.023	2.010	10.297	9.450	9.97	138.81	0.43	-56.82	12.54	-8.25	-2.44	-0.01	96.70	133.38	142.65	148.37	80.10	0.090	0.089
230.180	25.07	447.21	0.030	2.013	10.297	9.421	9.97	136.26	-0.12	-54.18	14.01	-4.58	-2.52	0.00	96.56	133.41	142.71	148.42	80.08	0.093	0.092
230.200	25.04	448.22	0.020	2.015	10.298	9.390	9.97	136.46	0.32	-50.64	6.23	1.57	-2.69	-0.01	96.77	133.38	142.77	148.42	80.09	0.097	0.096
230.220	25.01	449.40	0.020	2.013	10.297	9.353	9.98	138.38	0.11	-50.83	-1.16	0.17	-2.72	0.00	96.45	133.38	142.79	148.47	80.08	0.101	0.100
230.240	24.98	450.53	0.023	2.013	10.299	9.319	9.97	137.63	-0.91	-53.22	-1.93	-8.35	-2.59	0.02	96.35	133.41	142.85	148.50	80.07	0.105	0.104
230.260	24.95	451.66	0.021	2.013	10.299	9.284	9.97	139.68	-0.82	-55.05	2.52	-11.46	-2.54	0.01	96.31	133.33	142.79	148.50	80.10	0.109	0.108
230.280	24.93	452.72	0.024	2.012	10.300	9.253	9.98	143.02	0.20	-56.14	9.05	-13.10	-2.55	0.00	96.13	133.38	142.85	148.57	80.06	0.113	0.112
230.300	24.93	453.54	0.026	2.009	10.302	9.237	9.96	145.13	1.48	-55.65	14.12	-10.35	-2.61	-0.03	96.13	133.28	142.85	148.63	80.10	0.115	0.114
230.320	24.91	454.20	0.033	2.012	10.301	9.217	9.97	147.58	0.11	-53.03	11.72	-0.44	-2.78	0.00	96.38	133.25	142.88	148.68	80.07	0.118	0.117
230.340	24.89	454.67	0.021	2.009	10.305	9.200	9.97	139.93	-1.54	-50.71	2.66	2.48	-2.76	0.03	95.92	133.23	142.91	148.73	80.09	0.120	0.119
230.360	24.87	455.30	0.024	2.007	10.302	9.180	9.97	128.98	-0.29	-51.08	-2.12	-4.86	-2.52	0.01	95.85	133.23	142.88	148.73	80.07	0.122	0.121
230.380	24.85	456.08	0.023	2.016	10.302	9.158	9.97	127.81	0.64	-52.29	0.85	-9.33	-2.44	-0.01	95.46	133.23	142.85	148.81	80.08	0.125	0.124
230.400	24.85	457.06	0.021	2.004	10.304	9.139	9.98	130.49	1.25	-53.28	5.29	-11.93	-2.45	-0.02	95.82	133.15	142.91	148.91	80.09	0.127	0.126
230.420	24.88	457.96	0.033	2.016	10.305	9.131	9.98	132.44	0.65	-54.98	11.67	-13.96	-2.41	-0.01	95.64	133.15	142.94	148.99	80.05	0.129	0.127
230.440	24.89	458.66	0.024	2.015	10.306	9.121	9.96	132.00	-0.59	-54.08	14.42	-6.42	-2.44	0.01	95.74	133.17	143.02	149.10	80.08	0.130	0.128
230.460	24.88	459.21	0.021	2.013	10.307	9.107	9.97	126.25	0.55	-51.32	9.17	0.12	-2.46	-0.01	95.82	133.17	143.05	149.15	80.04	0.132	0.130
230.480	24.88	459.91	0.021	2.007	10.308	9.092	9.97	122.45	1.12	-49.93	1.47	-1.20	-2.45	-0.02	95.82	133.15	143.08	149.23	80.08	0.134	0.132
230.500	24.88	460.50	0.023	2.010	10.307	9.080	9.98	123.81	0.34	-51.00	-0.53	-5.55	-2.43	-0.01	95.74	133.09	143.11	149.30	80.04	0.135	0.133
230.520	24.89	461.24	0.024	2.016	10.308	9.069	9.98	124.55	-0.24	-53.05	2.77	-12.37	-2.35	0.00	95.89	133.09	143.13	149.44	80.07	0.137	0.135
230.540	24.89	461.79	0.024	2.013	10.307	9.060	9.98	130.75	0.01	-54.58	8.47	-11.94	-2.40	0.00	95.74	133.07	143.13	149.54	80.05	0.138	0.136
230.560	24.90	462.10	0.024	2.007	10.309	9.057	9.97	131.59	1.45	-53.28	13.31	-7.50	-2.47	-0.03	95.60	133.09	143.13	149.67	80.03	0.138	0.136
230.580	24.91	462.33	0.032	2.015	10.310	9.057	9.98	123.25	1.03	-50.60	13.56	-3.20	-2.44	-0.02	95.64	133.12	143.16	149.77	80.05	0.138	0.136
239.400	24.98	477.42	0.011	4.024	10.354	8.793	9.92	144.17	2.95	-54.61	12.33	-16.32	-2.64	-0.05	96.03	131.88	144.38	158.02	80.09	0.177	0.164
239.420	25.00	477.18	0.008	4.020	10.354	8.804	9.93	145.21	2.60	-55.21	18.27	-13.85	-2.63	-0.05	96.03	131.86	144.41	158.04	80.07	0.176	0.163
239.440	25.00	476.64	0.008	4.021	10.353	8.814	9.93	144.22	1.67	-53.49	14.68	-9.65	-2.70	-0.03	95.85	131.80	144.38	158.07	80.09	0.175	0.162
239.460	25.00	475.93	0.008	4.018	10.353	8.827	9.93	142.08	1.40	-50.25	3.85	-7.26	-2.83	-0.03	95.71	131.86	144.33	157.97	80.07	0.173	0.160
239.480	25.00	475.27	0.010	4.026	10.354	8.839	9.93	134.95	1.68	-50.65	0.78	-14.47	-2.66	-0.03	95.46	131.80	144.27	157.97	80.10	0.171	0.158
239.500	25.00	474.96	0.008	4.024	10.353	8.845	9.92	134.07	2.92	-52.28	4.95	-19.67	-2.56	-0.06	95.46	131.73	144.27	157.94	80.07	0.171	0.158
239.520	25.01	474.60	0.010	4.020	10.354	8.856	9.93	140.39	2.12	-53.59	8.92	-17.66	-2.62	-0.04	95.36	131.80	144.30	157.99	80.09	0.169	0.156
239.540	25.03	474.37	0.017	4.020	10.354	8.867	9.93	141.75	2.13	-53.58	11.32	-15.37	-2.65	-0.04	95.25	131.80	144.24	157.97	80.08	0.168	0.155
239.560	25.04	474.17	0.016	4.018	10.354	8.874	9.93	139.73	2.38	-52.25	11.81	-8.81	-2.67	-0.05	95.21	131.67	144.30	157.94	80.07	0.167	0.154
239.580	25.03	474.17	0.014	4.016	10.354	8.871	9.93	137.83	1.58	-49.94	5.38	-3.63	-2.76	-0.03	95.32	131.65	144.27	157.89	80.09	0.167	0.154
239.600	25.02	474.25	0.004	4.017	10.354	8.866	9.91	132.87	2.30	-49.73	0.38	-11.88	-2.67	-0.05	95.32	131.73	144.24	157.89	80.07	0.168	0.155
239.620	25.01	474.45	0.011	4.021	10.354	8.858	9.92	135.85	1.63	-51.78	2.03	-17.36	-2.62	-0.03	95.50	131.73	144.21	157.89	80.10	0.169	0.156
239.640	25.00	474.68	0.008	4.023	10.354	8.851	9.92	142.62	1.79	-54.09	6.51	-17.40	-2.64	-0.03	95.36	131.67	144.24	157.91	80.06	0.170	0.157
239.660	25.00	474.84	0.014	4.024	10.354	8.849	9.92	145.00	2.58	-55.96	13.32	-19.59	-2.59	-0.05	95.00	131.73	144.16	157.84	80.10	0.170	0.157
239.680	25.00	474.84	0.013	4.027	10.354	8.849	9.91	145.11	2.83	-55.06	15.80	-13.43	-2.64	-0.05	94.97	131.78	144.16	157.89	80.07	0.170	0.157
239.700	24.99	474.72	0.011	4.020	10.354	8.848	9.91	138.86	2.73	-51.08	8.47	-6.84	-2.72	-0.05	94.90	131.70	144.13	157.84	80.09	0.170	0.157
239.720	24.99	474.80	0.017	4.024	10.354	8.847	9.93	131.06	1.43	-49.16	-0.35	-11.27	-2.67	-0.03	94.79	131.75	144.16	157.84	80.09	0.170	0.157
239.740	24.98	474.84	0.013	4.018	10.354	8.841	9.92	132.70	0.97	-51.16	-0.86	-14.33	-2.59	-0.02	94.72	131.70	144.13	157.84	80.07	0.171	0.158
239.760	24.98	475.03	0.014	4.024	10.354	8.836	9.93	137.32	2.30	-54.52	7.24	-17.66	-2.52	-0.04	94.72	131.67	144.13	157.89	80.10	0.172	0.159
239.780	24.97	475.15	0.010	4.018	10.354	8.832	9.93	141.30	3.52	-55.32	13.35	-18.61	-2.55	-0.06	94.75	131.70	144.07	157.89	80.06	0.172	0.159
239.800	24.97	475.03	0.010	4.021	10.354	8.834	9.93	143.54	2.73	-55.00	17.71	-13.89	-2.61	-0.05	94.72	131.67	144.07	157.89	80.10	0.172	0.159
239.820	24.96	474.72	0.011	4.020	10.354	8.838	9.92	138.26	1.86	-53.47	15.77	-8.61	-2.59	-0.03	95.25	131.70	144.10	157.91	80.07	0.172	0.159
239.840	24.96	474.45	0.008	4.017	10.355	8.843	9.93	134.05	1.36	-51.37	5.36	-8.02	-2.61	-0.03	95.25	131.65	144.07	157.84	80.09	0.171	0.158
239.860	24.95	474.25	0.005	4.016	10.355	8.843	9.92	136.00	1.74	-52.73	2.43	-13.71	-2.58	-0.03	95.18	131.62	144.04	157.84	80.08	0.171	0.158
239.880	24.95	474.10	0.008	4.024	10.353	8.844	9.91	139.95	3.08	-54.65	6.76	-18.26	-2.56	-0.06	95.60	131.62	144.04	157.86	80.08	0.171	0.158
239.900	24.96	473.74	0.014	4.020	10.354	8.856	9.94	149.19	2.87	-55.66	10.55	-17.06	-2.68	-0.05	95.64	131.52	144.04	157.86	80.09	0.169	0.156
239.920	24.97	473.31	0.014	4.026	10.355	8.865	9.92	154.90	2.20	-55.49	13.34	-13.17	-2.79	-0.04	95.74	131.52	144.01	157.81	80.06	0.168	0.155
239.940	24.98	472.61	0.010	4.024	10.353	8.883	9.93	149.37	2.20	-52.94	11.53	-8.17	-2.82	-0.04	96.13	131.49	144.07	157.86	80.11	0.166	0.153
239.960	24.98	471.95	0.013	4.018	10.355	8.896	9.93	143.05	2.18	-50.14	5.25	-4.55	-2.85	-0.04	96.31	131.52	143.99	157.73	80.07	0.164	0.151
239.980	24.98	471.40	0.013	4.013	10.355	8.905	9.93	138.18	2.01	-49.76	-0.07	-8.70	-2.78	-0.04	96.49	131.46	144.01	157.68	80.10	0.163	0.150
240.000	25.00	471.28	0.011	4.017	10.354	8.914	9.93	139.83	1.66	-51.91	2.10	-16.83	-2.69	-0.03	96.56	131.49	143.99	157.68	80.07	0.162	0.149
240.020	25.01	471.20	0.013	4.029	10.354	8.921	9.93	151.03	1.42	-54.02	7.25	-16.95	-2.80	-0.03	96.31	131.49	144.01	157.63	80.09	0.161	0.148
240.040	25.01	471.05	0.008	4.018	10.355	8.923	9.92	155.99	3.00	-55.19	13.30	-16.58	-2.83	-0.05	96.35	131.54	143.90	157.60	80.09	0.160	0.147
240.060	25.01	470.70	0.010	4.021	10.354	8.929	9.92	152.65	3.24	-53.74	16.84	-12.44	-2.84	-0.06	96.49	131.52	143.90	157.60	80.06	0.160	0.147
240.080	25.01	470.27	0.008	4.020	10.354	8.938	9.91	142.24	1.44	-50.48	9.19	-5.60	-2.82	-0.03	96.42	131.49	143.84	157.55	80.10	0.158	0.146
240.100	25.00	470.11	0.011	4.024	10.354	8.937	9.92	129.82	1.28	-49.03	0.22	-10.59	-2.65	-0.03	96.38	131.46	143.87	157.55	80.07	0.159	0.146
240.120	24.99	470.15	0.011	4.018	10.354	8.934	9.93	127.17	1.78	-51.36	-0.60	-15.54	-2.48	-0.03	96.17	131.49	143.87	157.47	80.10	0.159	0.146
240.140	24.99	470.46	0.011	4.018	10.354	8.928	9.94	131.74	2.79	-52.15	3.13	-18.00	-2.53	-0.05	96.10	131.46	143.84	157.50	80.07	0.160	0.147
240.160	24.99	470.66	0.010	4.024	10.354	8.923	9.92	137.41	3.46	-53.07	9.39	-21.28	-2.59	-0.07	96.03	131.46	143.79	157.44	80.09	0.160	0.148
240.180	24.98	470.58	0.005	4.018	10.354	8.923	9.93	141.90	2.20	-52.24	11.02	-15.00	-2.72	-0.04	95.96	131.44	143.84	157.39	80.08	0.160	0.147
240.200	24.98	470.11	0.007	4.018	10.354	8.930	9.92	139.85	2.11	-50.80	9.56	-6.46	-2.75	-0.04	95.89	131.49	143.79	157.34	80.07	0.159	0.147
240.220	24.97	469.48	0.008	4.023	10.355	8.940	9.93	134.51	2.10	-49.42	3.24	-6.28	-2.72	-0.04	95.85	131.41	143.79	157.31	80.09	0.158	0.145
240.240	24.97	468.94	0.007	4.023	10.354	8.948	9.93	136.03	1.65	-50.05	0.25	-10.34	-2.72	-0.03	95.64	131.41	143.73	157.26	80.07	0.157	0.144
240.260	24.97	468.12	0.014	4.021	10.353	8.964	9.93	142.33	1.73	-53.01	5.79	-15.74	-2.68	-0.03	95.60	131.38	143.76	157.29	80.10	0.155	0.142
240.280	24.96	467.26	0.010	4.024	10.353	8.979	9.92	148.46	2.28	-54.26	11.25	-17.73	-2.74	-0.04	95.46	131.44	143.76	157.21	80.06	0.153	0.140
240.300	24.96	466.05	0.010	4.021	10.354	9.001	9.93	147.17	2.34	-54.26	16.09	-17.48	-2.71	-0.04	94.93	131.36	143.76	157.21	80.10	0.150	0.137
240.320	24.95	464.83	0.010	4.026	10.354	9.022	9.91	138.27	2.64	-51.95	14.98	-14.08	-2.66	-0.05	95.36	131.49	143.76	157.21	80.07	0.148	0.135
240.340	24.95	463.70	0.013	4.023	10.353	9.043	9.91	131.28	2.70	-48.57	5.83	-9.72	-2.70	-0.06	94.83	131.41	143.73	157.21	80.09	0.145	0.132
240.360	24.94	462.92	0.011	4.021	10.353	9.056	9.93	129.69	1.08	-48.22	-0.90	-12.14	-2.69	-0.02	94.51	131.36	143.67	157.13	80.09	0.143	0.131
240.380	24.96	462.41	0.016	4.024	10.352	9.072	9.92	131.44	1.66	-50.37	-0.16	-19.61	-2.61	-0.03	95.04	131.44	143.70	157.10	80.07	0.141	0.129
240.400	24.98	461.98	0.007	4.021	10.351	9.086	9.93	138.17	1.94	-51.68	3.32	-21.29	-2.67	-0.04	95.07	131.38	143.73	157.08	80.09	0.139	0.127
240.420	24.98	461.43	0.016	4.020	10.353	9.100	9.93	143.64	2.18	-52.58	7.89	-20.04	-2.73	-0.04	94.93	131.38	143.67	157.00	80.07	0.138	0.125
240.440	24.99	460.85	0.011	4.020	10.352	9.114	9.92	141.85	3.84	-51.10	11.85	-15.55	-2.78	-0.08	94.97	131.25	143.65	156.97	80.10	0.136	0.124
240.460	24.99	460.14	0.005	4.020	10.352	9.126	9.92	138.32	2.30	-51.42	10.04	-6.80	-2.69	-0.04	94.90	131.33	143.67	156.87	80.06	0.134	0.122
240.480	25.01	459.44	0.011	4.017	10.350	9.150	9.91	135.37	0.21	-50.95	2.12	-4.61	-2.66	0.00	95.04	131.36	143.67	156.79	80.10	0.131	0.119
240.500	25.03	458.93	0.008	4.014	10.351	9.166	9.92	135.39	0.29	-52.01	0.60	-13.22	-2.60	-0.01	94.68	131.38	143.65	156.71	80.08	0.129	0.117
240.520	25.03	458.31	0.007	4.021	10.349	9.179	9.92	138.84	1.91	-53.33	5.30	-16.58	-2.60	-0.04	94.68	131.38	143.56	156.61	80.08	0.127	0.115
240.540	25.03	457.76	0.013	4.027	10.349	9.189	9.91	139.56	3.65	-53.81	10.75	-18.85	-2.59	-0.07	94.65	131.38	143.62	156.58	80.09	0.126	0.114
240.560	25.03	456.98	0.011	4.023	10.350	9.205	9.91	137.75	3.68	-55.33	16.71	-21.18	-2.49	-0.07	94.68	131.33	143.56	156.56	80.06	0.124	0.112
240.580	25.02	456.20	0.008	4.017	10.349	9.217	9.92	135.29	1.59	-53.86	14.07	-13.22	-2.51	-0.03	94.54	131.38	143.50	156.43	80.10	0.123	0.111
240.600	25.01	455.53	0.014	4.020	10.348	9.228	9.92	130.19	1.55	-49.71	5.15	-9.43	-2.62	-0.03	94.19	131.33	143.45	156.32	80.07	0.121	0.110
240.620	25.01	454.87	0.019	4.024	10.348	9.242	9.92	129.19	1.85	-48.44	-0.93	-11.88	-2.67	-0.04	94.75	131.36	143.42	156.24	80.10	0.120	0.108
240.640	25.01	454.16	0.014	4.017	10.350	9.255	9.91	132.88	2.03	-50.29	1.00	-15.54	-2.64	-0.04	94.75	131.30	143.33	156.09	80.07	0.118	0.106
240.660	25.00	453.54	0.010	4.018	10.350	9.264	9.92	132.76	2.34	-54.26	8.59	-19.71	-2.45	-0.04	94.68	131.33	143.33	156.04	80.09	0.117	0.105
240.680	24.99	452.72	0.010	4.016	10.348	9.277	9.91	137.26	1.86	-55.78	12.54	-18.00	-2.46	-0.03	94.86	131.33	143.30	155.96	80.09	0.115	0.104
240.700	24.99	451.94	0.013	4.020	10.350	9.293	9.93	137.69	2.46	-55.28	17.37	-15.88	-2.49	-0.04	95.00	131.28	143.30	155.85	80.07	0.114	0.102
240.720	24.99	450.84	0.010	4.029	10.348	9.315	9.92	132.52	3.06	-53.33	16.13	-11.65	-2.48	-0.06	95.14	131.23	143.33	155.77	80.10	0.111	0.099
240.740	24.99	449.94	0.008	4.020	10.350	9.333	9.91	133.95	1.53	-49.52	5.06	-5.35	-2.71	-0.03	95.36	131.17	143.30	155.62	80.06	0.109	0.097
240.760	24.98	449.04	0.011	4.020	10.350	9.351	9.93	132.98	0.18	-48.79	-0.65	-11.02	-2.73	0.00	95.53	131.20	143.28	155.46	80.11	0.107	0.095
240.780	24.98	448.11	0.011	4.023	10.349	9.368	9.94	130.47	0.62	-50.59	1.84	-18.46	-2.58	-0.01	95.71	131.12	143.16	155.33	80.06	0.105	0.093
240.800	24.98	447.25	0.011	4.018	10.349	9.385	9.91	131.50	1.56	-52.03	6.61	-19.24	-2.53	-0.03	96.03	131.15	143.25	155.23	80.09	0.103	0.091
240.820	24.97	446.50	0.014	4.017	10.349	9.398	9.92	132.61	2.49	-53.56	12.67	-20.54	-2.48	-0.05	96.17	131.12	143.28	155.10	80.08	0.101	0.090
240.840	24.96	445.76	0.010	4.023	10.348	9.412	9.91	135.10	2.32	-51.52	13.79	-14.47	-2.62	-0.05	96.24	131.04	143.16	154.89	80.08	0.099	0.088
240.860	24.98	444.94	0.008	4.021	10.346	9.435	9.92	134.70	0.31	-47.67	6.78	-5.29	-2.83	-0.01	96.31	131.07	143.16	154.84	80.09	0.097	0.085
240.880	24.98	444.12	0.011	4.020	10.347	9.452	9.92	130.28	-0.80	-45.64	-0.84	-5.95	-2.85	0.02	96.28	131.02	143.11	154.63	80.07	0.095	0.083
240.900	24.98	443.38	0.007	4.024	10.346	9.468	9.93	126.63	-0.10	-47.18	-1.13	-11.01	-2.68	0.00	96.13	131.07	143.11	154.44	80.10	0.093	0.081
240.920	24.98	442.79	0.011	4.023	10.345	9.481	9.92	124.34	1.25	-52.24	5.77	-14.79	-2.38	-0.02	96.06	131.02	143.08	154.24	80.07	0.091	0.080
240.940	24.98	442.24	0.013	4.027	10.345	9.494	9.92	123.83	3.02	-55.31	10.62	-17.14	-2.24	-0.05	95.71	130.99	143.19	154.16	80.10	0.090	0.079
240.960	24.99	441.81	0.011	4.021	10.345	9.507	9.92	122.36	3.10	-55.40	14.24	-16.78	-2.21	-0.06	95.78	130.96	143.13	153.97	80.07	0.088	0.077
240.980	25.02	441.35	0.013	4.024	10.345	9.528	9.90	120.83	2.38	-53.88	16.21	-11.87	-2.24	-0.04	95.92	130.99	143.16	153.84	80.09	0.086	0.075
241.000	25.02	440.72	0.014	4.018	10.345	9.541	9.92	119.51	1.35	-50.48	8.27	-7.39	-2.37	-0.03	95.67	130.94	143.13	153.69	80.08	0.084	0.073
241.020	25.00	440.17	0.005	4.018	10.345	9.546	9.91	119.35	0.86	-48.74	0.14	-8.76	-2.45	-0.02	95.60	130.88	143.13	153.48	80.08	0.084	0.073
241.040	25.00	439.47	0.010	4.017	10.344	9.559	9.94	118.14	1.48	-50.77	1.55	-16.45	-2.33	-0.03	95.60	130.88	143.13	153.24	80.10	0.082	0.071
241.060	24.98	438.81	0.013	4.023	10.345	9.569	9.93	119.06	2.14	-53.69	5.99	-20.88	-2.22	-0.04	95.50	130.94	143.11	153.06	80.06	0.081	0.070
241.080	24.98	437.87	0.013	4.018	10.344	9.588	9.93	125.94	0.88	-55.26	9.50	-18.78	-2.28	-0.02	95.32	130.88	143.05	152.90	80.11	0.079	0.068
241.100	24.98	436.85	0.008	4.020	10.344	9.610	9.91	125.69	1.13	-54.02	13.57	-16.46	-2.33	-0.02	95.14	130.94	143.05	152.72	80.07	0.076	0.065
241.120	24.97	435.60	0.005	4.020	10.343	9.635	9.93	117.79	1.76	-51.15	15.83	-9.43	-2.30	-0.03	95.28	130.94	142.99	152.54	80.11	0.074	0.063
241.140	24.97	434.47	0.008	4.021	10.345	9.660	9.91	110.90	0.02	-49.02	8.48	-2.31	-2.26	0.00	95.28	130.99	143.02	152.33	80.10	0.071	0.060
241.160	24.97	433.53	0.011	4.017	10.344	9.679	9.92	104.70	0.08	-47.88	1.19	-8.17	-2.19	0.00	94.93	130.91	143.05	152.17	80.10	0.069	0.058
241.180	24.96	432.94	0.011	4.021	10.341	9.690	9.94	103.63	1.08	-51.36	3.21	-15.15	-2.02	-0.02	94.58	130.88	142.99	151.97	80.12	0.067	0.057
241.200	24.95	432.47	0.008	4.021	10.343	9.698	9.91	107.77	1.25	-53.55	7.51	-15.48	-2.01	-0.02	94.65	130.96	142.94	151.76	80.10	0.066	0.056
241.220	24.95	431.93	0.008	4.029	10.341	9.710	9.92	109.12	2.20	-54.22	11.15	-19.95	-2.01	-0.04	94.68	130.94	142.94	151.60	80.13	0.065	0.054
241.240	24.96	431.26	0.011	4.023	10.342	9.727	9.93	109.46	2.68	-55.40	17.81	-19.56	-1.98	-0.05	94.61	130.88	142.94	151.47	80.11	0.063	0.053
241.260	24.96	430.48	0.011	4.026	10.341	9.746	9.92	105.83	1.94	-53.64	17.69	-10.67	-1.97	-0.04	94.61	130.91	142.91	151.26	80.14	0.061	0.051
241.280	24.96	429.74	0.011	4.018	10.342	9.762	9.91	98.16	0.25	-49.46	6.94	-5.59	-1.98	0.00	94.51	130.94	142.88	151.05	80.11	0.059	0.049
241.300	24.95	429.23	0.005	4.021	10.342	9.771	9.93	93.18	-0.81	-48.74	-1.02	-7.19	-1.91	0.02	94.51	130.88	142.91	150.87	80.14	0.058	0.048
241.320	24.95	428.72	0.013	4.026	10.341	9.782	9.91	90.68	-0.13	-49.83	-0.06	-13.61	-1.82	0.00	94.40	130.86	142.85	150.64	80.13	0.057	0.047
241.340	24.96	428.29	0.008	4.016	10.342	9.796	9.92	92.52	0.45	-52.06	6.63	-16.41	-1.78	-0.01	94.37	130.88	142.82	150.40	80.12	0.056	0.045
241.360	24.97	427.74	0.011	4.024	10.340	9.810	9.91	98.02	-0.30	-53.22	10.57	-14.32	-1.84	0.01	94.33	130.86	142.79	150.19	80.15	0.054	0.044
241.380	24.97	427.12	0.008	4.020	10.341	9.826	9.92	96.40	0.42	-53.48	15.18	-13.78	-1.80	-0.01	94.22	130.86	142.82	149.96	80.12	0.052	0.042
241.400	24.98	426.30	0.017	4.023	10.340	9.849	9.92	88.06	1.09	-53.71	19.31	-7.58	-1.64	-0.02	94.05	130.86	142.77	149.72	80.16	0.050	0.040
241.420	24.98	425.56	0.010	4.020	10.340	9.864	9.93	82.09	0.16	-49.35	11.90	0.29	-1.66	0.00	94.29	130.80	142.82	149.51	80.12	0.048	0.038
241.440	25.00	424.97	0.007	4.023	10.340	9.886	9.95	76.76	-0.22	-47.16	3.68	-5.05	-1.63	0.00	94.19	130.83	142.82	149.20	80.16	0.046	0.036
241.460	25.02	424.46	0.011	4.016	10.340	9.906	9.93	76.72	-0.78	-49.58	4.54	-11.62	-1.55	0.02	94.19	130.88	142.79	148.94	80.15	0.044	0.034
241.480	25.02	423.91	0.011	4.026	10.338	9.920	9.92	79.55	-0.51	-51.95	8.11	-14.09	-1.53	0.01	94.29	130.88	142.71	148.70	80.15	0.042	0.032
241.500	25.02	423.29	0.007	4.024	10.339	9.935	9.92	78.31	1.25	-54.39	11.89	-18.70	-1.44	-0.02	94.68	130.88	142.74	148.55	80.16	0.041	0.031
241.520	25.02	422.51	0.013	4.026	10.338	9.954	9.91	73.71	0.51	-54.44	16.42	-17.43	-1.35	-0.01	94.22	130.86	142.71	148.29	80.15	0.039	0.029
241.540	25.02	421.65	0.013	4.020	10.339	9.973	9.94	67.07	-0.17	-52.41	17.65	-8.49	-1.28	0.00	94.83	130.88	142.68	148.08	80.18	0.037	0.027
241.560	25.01	420.87	0.010	4.023	10.337	9.987	9.93	60.51	-1.50	-47.69	8.61	-2.17	-1.27	0.03	94.97	130.88	142.68	147.87	80.14	0.035	0.025
241.580	25.01	420.24	0.007	4.020	10.337	10.003	9.93	58.12	-3.41	-45.23	1.08	-2.59	-1.28	0.08	95.21	130.83	142.68	147.66	80.17	0.033	0.024
241.600	25.01	419.62	0.017	4.023	10.337	10.018	9.92	55.59	-2.33	-47.30	4.04	-9.77	-1.18	0.05	95.43	130.83	142.71	147.45	80.15	0.032	0.022
241.620	25.00	418.95	0.011	4.018	10.337	10.027	9.93	54.00	-2.34	-50.77	8.29	-14.33	-1.06	0.05	95.74	130.75	142.65	147.32	80.17	0.031	0.021
241.640	24.99	418.33	0.005	4.021	10.335	10.039	9.91	53.38	-2.19	-50.87	8.70	-14.37	-1.05	0.04	95.85	130.83	142.68	147.17	80.16	0.029	0.020
241.660	24.98	417.62	0.010	4.020	10.334	10.053	9.93	49.75	-0.27	-52.75	16.74	-17.06	-0.94	0.01	95.96	130.78	142.60	146.96	80.16	0.028	0.018
241.680	24.97	416.92	0.010	4.016	10.334	10.066	9.91	46.26	-2.07	-52.60	20.98	-10.48	-0.88	0.04	95.92	130.73	142.62	146.88	80.18	0.027	0.017
241.700	24.97	416.18	0.014	4.016	10.334	10.082	9.93	41.80	-4.27	-48.46	12.20	0.57	-0.86	0.09	95.92	130.83	142.65	146.67	80.15	0.025	0.016
241.720	24.96	415.43	0.011	4.023	10.332	10.099	9.92	34.38	-4.42	-43.25	1.86	-1.66	-0.79	0.10	95.64	130.78	142.68	146.54	80.19	0.023	0.014
241.740	24.95	414.85	0.014	4.021	10.331	10.110	9.93	32.09	-2.98	-45.83	2.53	-7.47	-0.70	0.07	95.74	130.78	142.65	146.46	80.15	0.022	0.013
241.760	24.95	414.30	0.008	4.021	10.329	10.120	9.93	32.69	-2.84	-50.12	3.76	-9.93	-0.65	0.06	95.64	130.75	142.60	146.36	80.18	0.021	0.012
241.780	24.93	413.71	0.008	4.018	10.329	10.128	9.91	28.84	-2.29	-53.14	5.49	-15.65	-0.54	0.04	95.50	130.78	142.65	146.28	80.16	0.020	0.011
241.800	24.93	413.13	0.007	4.020	10.328	10.144	9.93	25.59	-1.46	-53.35	10.44	-15.90	-0.48	0.03	95.32	130.75	142.60	146.20	80.17	0.018	0.009
241.820	24.93	412.39	0.013	4.018	10.327	10.161	9.92	23.45	-0.22	-52.32	15.43	-8.95	-0.45	0.00	95.36	130.80	142.62	146.12	80.18	0.016	0.008
241.840	24.93	411.76	0.013	4.020	10.326	10.175	9.93	18.63	-3.03	-50.30	10.46	-1.46	-0.37	0.06	95.32	130.73	142.54	145.97	80.15	0.015	0.006
