TIRF Data File: Project 1320; Run 127
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
28.080	24.93	479.33	0.011	0.033	9.939	8.742	13.97	693.22	-19.10	-338.15	5.33	38.54	-2.05	0.06	100.38	152.27	168.26	172.21	79.79	0.137	0.169
28.100	24.95	478.20	0.007	0.024	9.939	8.769	13.97	687.51	-18.04	-338.58	-1.36	29.85	-2.03	0.05	100.34	152.19	168.29	172.18	79.83	0.133	0.166
28.120	24.96	477.34	0.013	0.028	9.940	8.788	13.97	693.20	-18.38	-341.92	0.81	21.36	-2.03	0.05	100.48	152.25	168.34	172.21	79.82	0.131	0.163
28.140	24.97	476.48	0.010	0.025	9.939	8.806	13.98	703.22	-19.75	-346.04	8.30	18.65	-2.03	0.06	100.41	152.22	168.40	172.16	79.83	0.129	0.161
28.160	24.99	475.35	0.013	0.025	9.938	8.836	13.96	707.72	-21.25	-348.26	16.47	20.71	-2.03	0.06	100.59	152.22	168.40	172.11	79.83	0.125	0.157
28.180	24.98	474.21	0.010	0.025	9.939	8.855	13.97	706.56	-22.32	-345.63	17.35	31.10	-2.04	0.06	100.66	152.25	168.43	172.11	79.82	0.122	0.154
28.200	24.97	473.08	0.014	0.030	9.938	8.872	13.99	696.86	-21.26	-340.72	9.21	38.06	-2.05	0.06	100.66	152.22	168.46	172.03	79.84	0.120	0.152
28.220	24.97	472.26	0.011	0.024	9.939	8.886	13.96	686.71	-18.65	-337.62	-0.53	32.64	-2.03	0.06	100.77	152.17	168.37	172.00	79.82	0.119	0.150
28.240	24.96	471.79	0.007	0.027	9.940	8.892	13.97	686.14	-17.73	-340.67	-0.21	24.40	-2.01	0.05	100.80	152.19	168.43	171.97	79.86	0.118	0.149
28.260	24.96	471.56	0.008	0.030	9.940	8.895	13.97	688.13	-18.95	-345.25	6.38	17.56	-1.99	0.05	100.45	152.19	168.40	172.03	79.83	0.117	0.149
28.280	24.95	471.28	0.013	0.025	9.939	8.899	13.96	696.21	-20.93	-348.84	15.18	17.25	-2.00	0.06	100.63	152.17	168.43	172.03	79.86	0.117	0.148
28.300	24.95	470.89	0.011	0.034	9.940	8.907	13.97	703.18	-22.94	-347.70	18.95	26.89	-2.02	0.07	100.98	152.17	168.43	171.97	79.85	0.116	0.148
28.320	24.95	470.38	0.001	0.033	9.941	8.914	13.98	697.22	-21.71	-341.85	12.68	34.80	-2.04	0.06	101.05	152.19	168.37	171.92	79.85	0.115	0.147
28.340	24.95	469.76	0.019	0.027	9.941	8.925	13.98	689.49	-20.03	-337.73	3.72	35.25	-2.04	0.06	101.09	152.11	168.31	171.84	79.88	0.114	0.145
28.360	24.94	469.21	0.014	0.030	9.940	8.932	13.96	687.20	-18.66	-338.35	0.17	27.76	-2.03	0.06	101.12	152.09	168.34	171.79	79.84	0.113	0.144
28.380	24.95	468.70	0.011	0.030	9.942	8.945	13.98	689.94	-19.28	-342.85	4.25	17.14	-2.01	0.06	101.12	152.06	168.29	171.74	79.88	0.111	0.143
28.400	24.94	468.12	0.008	0.022	9.942	8.954	13.97	701.83	-22.21	-346.55	10.34	17.15	-2.03	0.06	101.05	152.04	168.29	171.69	79.84	0.110	0.141
28.420	24.93	467.22	0.011	0.033	9.940	8.967	13.97	711.72	-22.98	-347.37	16.98	24.55	-2.05	0.07	101.12	152.06	168.20	171.64	79.88	0.108	0.140
28.440	24.92	465.97	0.004	0.028	9.941	8.988	13.98	707.90	-23.10	-343.51	16.91	31.08	-2.06	0.07	101.12	152.01	168.14	171.51	79.86	0.106	0.137
28.460	24.93	464.56	0.008	0.030	9.943	9.018	13.96	702.57	-22.85	-337.43	6.34	38.27	-2.08	0.07	101.12	151.98	168.09	171.48	79.88	0.103	0.133
28.480	24.94	463.35	0.010	0.030	9.943	9.048	13.98	699.57	-21.04	-336.24	-1.52	32.63	-2.08	0.06	101.19	151.93	167.92	171.37	79.86	0.099	0.130
28.500	24.96	462.29	0.004	0.028	9.943	9.074	13.97	701.75	-21.36	-340.31	-0.13	21.00	-2.06	0.06	101.09	151.88	167.86	171.30	79.87	0.096	0.126
28.520	24.97	461.28	0.013	0.031	9.943	9.098	13.97	710.94	-23.06	-344.83	6.18	18.53	-2.06	0.07	101.12	151.85	167.78	171.22	79.88	0.093	0.123
28.540	24.97	460.22	0.004	0.028	9.944	9.118	13.97	715.40	-24.25	-348.02	14.92	18.73	-2.06	0.07	100.91	151.80	167.75	171.19	79.87	0.090	0.121
28.560	24.97	459.09	0.013	0.033	9.943	9.142	13.97	716.92	-24.99	-346.78	19.21	26.54	-2.07	0.07	100.84	151.75	167.63	171.04	79.90	0.088	0.118
28.580	24.97	457.99	0.008	0.030	9.944	9.163	13.97	717.19	-26.28	-341.16	11.15	37.22	-2.10	0.08	101.05	151.61	167.49	170.93	79.86	0.085	0.115
28.600	24.98	457.10	0.005	0.022	9.944	9.185	13.96	710.26	-25.39	-336.98	0.48	35.75	-2.11	0.08	101.05	151.59	167.35	170.70	79.88	0.083	0.113
28.620	24.99	456.43	0.008	0.030	9.942	9.203	13.96	708.62	-22.32	-337.17	-2.65	28.16	-2.10	0.07	100.94	151.56	167.24	170.62	79.88	0.080	0.111
28.640	25.00	455.92	0.010	0.030	9.944	9.217	13.96	712.41	-21.98	-341.79	3.67	20.51	-2.08	0.06	100.98	151.51	167.15	170.49	79.88	0.079	0.109
28.660	25.00	455.53	0.007	0.027	9.945	9.222	13.99	714.18	-24.42	-346.91	11.14	16.94	-2.06	0.07	101.02	151.35	167.07	170.49	79.89	0.078	0.108
28.680	24.98	455.06	0.005	0.030	9.944	9.225	13.98	718.38	-27.19	-349.15	16.91	23.24	-2.06	0.08	101.05	151.33	167.01	170.33	79.86	0.078	0.108
28.700	24.97	454.56	0.013	0.028	9.944	9.231	13.96	719.75	-27.49	-345.35	17.04	32.82	-2.08	0.08	100.77	151.19	166.93	170.17	79.89	0.077	0.107
28.720	24.96	454.01	0.005	0.025	9.945	9.240	13.96	713.28	-25.35	-337.80	7.03	37.65	-2.11	0.08	100.91	151.14	166.84	169.99	79.87	0.076	0.106
28.740	24.95	453.46	0.013	0.030	9.944	9.247	13.98	707.83	-23.69	-335.45	-0.41	34.39	-2.11	0.07	100.77	151.06	166.70	169.76	79.90	0.075	0.105
28.760	24.93	453.11	0.010	0.031	9.945	9.248	13.98	706.42	-22.92	-338.75	0.36	23.85	-2.09	0.07	100.66	150.93	166.56	169.68	79.88	0.075	0.105
28.780	24.92	452.72	0.005	0.028	9.944	9.250	14.00	707.75	-24.92	-343.48	5.09	16.03	-2.06	0.07	100.66	150.83	166.47	169.50	79.89	0.075	0.105
28.800	24.91	452.21	0.004	0.017	9.945	9.257	13.97	712.68	-27.34	-348.74	13.36	18.69	-2.04	0.08	100.59	150.72	166.27	169.39	79.89	0.074	0.104
28.820	24.89	451.51	0.008	0.025	9.946	9.265	13.98	712.99	-27.92	-348.23	19.27	25.65	-2.05	0.08	100.91	150.64	166.22	169.26	79.88	0.073	0.103
28.840	24.89	450.61	0.014	0.033	9.946	9.283	13.97	707.08	-28.09	-342.62	15.14	34.36	-2.06	0.08	100.48	150.48	166.07	169.16	79.91	0.071	0.101
28.860	24.88	449.83	0.007	0.028	9.945	9.296	13.97	701.56	-27.99	-336.88	2.97	40.00	-2.08	0.08	100.45	150.38	165.90	168.95	79.87	0.070	0.099
28.880	24.87	449.12	0.007	0.030	9.947	9.307	13.97	695.89	-25.39	-335.94	-3.10	31.19	-2.07	0.08	100.38	150.25	165.79	168.79	79.91	0.069	0.098
28.900	24.85	448.58	0.013	0.033	9.945	9.312	13.96	696.34	-25.07	-341.34	1.40	20.67	-2.04	0.07	100.38	150.09	165.65	168.77	79.87	0.068	0.098
28.920	24.85	447.83	0.010	0.033	9.946	9.325	13.98	701.73	-26.44	-346.93	8.75	19.13	-2.02	0.08	100.31	150.04	165.56	168.69	79.90	0.067	0.096
28.940	24.85	446.93	0.008	0.030	9.946	9.345	13.97	703.78	-28.40	-351.17	17.23	19.05	-2.00	0.08	100.38	149.96	165.39	168.61	79.88	0.064	0.094
28.960	24.87	445.92	0.008	0.027	9.947	9.373	13.96	705.53	-31.32	-350.20	19.94	29.17	-2.01	0.09	100.31	149.88	165.22	168.48	79.88	0.061	0.090
28.980	24.89	444.82	0.008	0.025	9.948	9.406	13.96	698.05	-31.19	-342.05	10.74	38.11	-2.04	0.09	100.45	149.72	165.08	168.27	79.89	0.058	0.087
29.000	24.91	443.89	0.008	0.027	9.948	9.430	13.97	685.40	-28.74	-337.15	1.13	35.17	-2.03	0.09	100.41	149.69	164.91	168.11	79.87	0.055	0.084
29.020	24.91	443.18	0.004	0.024	9.948	9.447	13.96	681.93	-26.73	-338.46	-1.21	28.67	-2.01	0.08	100.56	149.56	164.74	168.04	79.91	0.053	0.082
29.040	24.93	442.79	0.008	0.031	9.948	9.461	13.97	679.85	-26.41	-344.22	3.41	17.69	-1.98	0.08	100.59	149.51	164.66	167.96	79.87	0.051	0.080
29.060	24.95	442.21	0.007	0.033	9.949	9.482	13.95	681.96	-27.77	-349.26	10.96	14.26	-1.95	0.08	100.48	149.35	164.46	167.88	79.91	0.049	0.078
29.080	24.97	441.74	0.004	0.030	9.950	9.500	13.98	686.26	-30.37	-350.58	16.19	22.69	-1.96	0.09	100.52	149.27	164.37	167.77	79.87	0.047	0.076
29.100	24.98	441.07	0.005	0.025	9.950	9.518	13.97	677.88	-30.94	-346.80	18.04	29.42	-1.95	0.09	100.56	149.14	164.20	167.70	79.88	0.045	0.074
29.120	25.00	440.45	0.007	0.028	9.953	9.539	13.97	669.50	-30.02	-341.62	11.84	36.86	-1.96	0.09	100.59	149.01	164.12	167.46	79.90	0.043	0.071
29.140	25.00	440.09	0.008	0.037	9.952	9.548	13.97	664.74	-28.85	-337.26	1.16	36.40	-1.97	0.09	100.66	148.90	163.92	167.38	79.89	0.042	0.070
29.160	24.99	439.70	0.008	0.031	9.952	9.551	13.98	659.71	-26.52	-339.24	0.16	22.93	-1.94	0.08	100.87	148.80	163.78	167.25	79.91	0.042	0.070
29.180	24.97	439.35	0.001	0.028	9.952	9.553	13.96	661.29	-25.87	-343.03	4.90	16.04	-1.93	0.08	100.84	148.72	163.66	167.15	79.88	0.042	0.070
29.200	24.97	438.88	0.005	0.027	9.952	9.562	13.99	663.67	-25.82	-347.68	13.34	15.01	-1.91	0.07	100.73	148.62	163.55	167.04	79.91	0.041	0.069
29.220	24.97	438.14	0.001	0.025	9.952	9.577	13.96	662.19	-29.18	-351.05	21.13	17.88	-1.89	0.08	100.77	148.54	163.38	166.91	79.88	0.039	0.067
29.240	24.95	437.28	0.011	0.033	9.953	9.591	13.96	660.08	-31.68	-346.49	18.02	29.58	-1.91	0.09	100.80	148.43	163.24	166.73	79.91	0.038	0.066
29.260	24.95	436.34	0.007	0.033	9.954	9.611	13.96	651.16	-30.62	-339.22	7.81	35.52	-1.92	0.09	100.77	148.30	163.10	166.55	79.89	0.036	0.063
29.280	24.95	435.64	0.005	0.028	9.954	9.626	13.97	639.06	-28.00	-335.57	-0.16	29.95	-1.90	0.08	100.73	148.14	162.96	166.42	79.89	0.034	0.062
29.300	24.93	434.98	0.013	0.027	9.955	9.634	13.97	637.02	-26.92	-337.16	-1.04	21.57	-1.89	0.08	100.77	148.01	162.79	166.29	79.89	0.033	0.061
29.320	24.92	434.39	0.010	0.031	9.953	9.642	13.98	638.93	-26.43	-342.71	6.00	13.36	-1.86	0.08	100.52	147.88	162.62	166.18	79.88	0.032	0.060
29.340	24.92	433.80	0.007	0.037	9.953	9.655	13.96	639.62	-27.47	-348.45	14.53	14.00	-1.84	0.08	100.56	147.80	162.50	166.08	79.92	0.031	0.059
29.360	24.90	432.98	0.005	0.028	9.954	9.666	13.97	638.22	-30.20	-350.14	21.44	20.95	-1.82	0.09	100.17	147.64	162.36	165.87	79.88	0.030	0.057
29.380	24.89	432.04	0.027	0.025	9.955	9.681	13.97	628.04	-31.87	-345.90	20.09	27.57	-1.82	0.09	100.41	147.48	162.16	165.77	79.91	0.028	0.056
29.400	24.86	431.26	0.008	0.031	9.953	9.690	13.97	618.42	-31.14	-338.32	8.72	32.84	-1.83	0.09	100.31	147.35	161.93	165.56	79.88	0.027	0.055
29.420	24.85	430.68	0.010	0.037	9.954	9.699	13.98	614.66	-28.09	-334.45	0.82	28.99	-1.84	0.08	100.24	147.25	161.76	165.37	79.90	0.026	0.054
29.440	24.86	430.13	0.007	0.030	9.954	9.715	13.97	609.84	-26.05	-337.00	1.87	16.19	-1.81	0.08	100.24	147.14	161.59	165.19	79.89	0.025	0.052
29.460	24.87	429.50	0.005	0.028	9.954	9.731	13.98	609.35	-27.43	-342.23	6.26	11.31	-1.78	0.08	99.64	146.88	161.45	165.06	79.88	0.023	0.050
29.480	24.87	428.80	0.013	0.039	9.954	9.748	13.96	605.75	-29.40	-347.76	14.61	10.91	-1.74	0.08	100.17	146.85	161.23	164.96	79.90	0.021	0.048
29.500	24.87	428.06	0.005	0.028	9.954	9.764	13.98	595.06	-29.91	-350.05	22.66	14.44	-1.70	0.09	100.24	146.67	161.00	164.77	79.88	0.019	0.047
29.520	24.87	427.32	0.011	0.022	9.955	9.781	13.98	587.37	-29.72	-344.90	20.66	26.51	-1.70	0.09	99.88	146.54	160.69	164.67	79.91	0.018	0.045
29.540	24.88	426.81	0.007	0.028	9.954	9.797	13.97	579.64	-30.56	-336.57	9.43	31.46	-1.72	0.09	100.10	146.41	160.46	164.44	79.88	0.016	0.043
29.560	24.89	426.38	0.013	0.031	9.953	9.811	13.97	571.76	-29.37	-331.29	-0.85	26.63	-1.73	0.09	99.95	146.25	160.15	164.23	79.92	0.014	0.042
29.580	24.90	426.03	0.008	0.028	9.954	9.822	13.97	568.75	-26.24	-333.86	1.31	18.82	-1.70	0.08	99.92	146.06	159.86	164.04	79.88	0.013	0.041
29.600	24.91	425.63	0.008	0.028	9.952	9.835	13.97	561.53	-24.46	-341.79	10.58	9.91	-1.64	0.07	100.06	145.91	159.58	163.94	79.89	0.012	0.039
29.620	24.91	425.05	0.010	0.044	9.951	9.851	13.97	552.33	-27.23	-347.98	15.64	8.37	-1.59	0.08	100.06	145.72	159.30	163.84	79.90	0.010	0.037
29.640	24.90	424.42	0.005	0.027	9.951	9.861	13.97	543.62	-29.47	-351.19	21.76	14.59	-1.55	0.08	100.02	145.51	158.93	163.63	79.88	0.009	0.036
29.660	24.89	423.88	0.004	0.027	9.951	9.869	13.97	527.39	-27.22	-346.33	23.06	22.14	-1.52	0.08	99.95	145.35	158.56	163.44	79.92	0.008	0.036
29.680	24.89	423.41	0.007	0.031	9.951	9.878	13.98	512.44	-26.15	-338.17	13.05	28.12	-1.52	0.08	99.92	145.12	158.16	163.18	79.88	0.007	0.035
29.700	24.88	423.21	0.007	0.031	9.950	9.880	13.97	502.51	-26.66	-333.65	3.32	23.36	-1.51	0.08	99.85	144.80	157.85	162.97	79.91	0.007	0.034
29.720	24.88	422.98	0.010	0.030	9.950	9.886	13.97	493.48	-24.94	-336.60	4.05	11.26	-1.47	0.07	99.78	144.67	157.48	162.84	79.88	0.007	0.034
29.740	24.89	422.78	0.013	0.031	9.949	9.894	13.96	487.62	-23.02	-343.57	10.43	6.50	-1.42	0.07	99.74	144.43	157.11	162.66	79.90	0.006	0.033
29.760	24.90	422.20	0.010	0.027	9.950	9.912	13.97	475.24	-24.04	-349.38	15.94	5.20	-1.36	0.07	100.02	144.12	156.69	162.50	79.89	0.004	0.031
29.780	24.90	421.53	0.008	0.028	9.949	9.927	13.98	458.78	-25.04	-351.06	21.86	8.42	-1.31	0.07	99.78	143.83	156.24	162.30	79.88	0.002	0.030
29.800	24.89	420.91	0.010	0.030	9.950	9.937	13.97	444.12	-24.51	-346.74	22.88	19.34	-1.28	0.07	99.78	143.54	155.81	162.11	79.91	0.001	0.029
29.820	24.88	420.55	0.011	0.033	9.949	9.943	13.98	426.94	-23.89	-336.91	13.94	25.32	-1.27	0.07	99.74	143.20	155.36	161.90	79.87	0.001	0.028
29.840	24.86	420.12	0.010	0.034	9.947	9.945	13.96	411.86	-23.46	-330.06	3.47	20.44	-1.25	0.07	99.95	142.93	154.90	161.67	79.92	0.000	0.028
29.860	24.85	419.77	0.008	0.022	9.948	9.950	13.96	403.60	-22.17	-333.57	5.37	11.26	-1.21	0.07	99.71	142.54	154.42	161.46	79.88	0.000	0.027
29.880	24.84	419.26	0.004	0.027	9.947	9.957	13.96	392.98	-19.31	-342.35	13.83	2.81	-1.15	0.06	99.92	142.33	153.97	161.23	79.91	-0.001	0.026
29.900	24.82	418.56	0.005	0.028	9.945	9.968	13.97	377.33	-19.87	-346.91	17.35	-1.28	-1.09	0.06	99.81	141.96	153.60	161.10	79.88	-0.002	0.025
29.920	24.82	417.82	0.005	0.031	9.944	9.986	13.98	358.91	-20.55	-349.22	24.68	0.71	-1.03	0.06	99.74	141.62	153.12	160.89	79.91	-0.004	0.024
29.940	24.83	416.96	0.007	0.028	9.944	10.009	13.98	338.95	-18.58	-345.28	28.19	8.42	-0.98	0.05	99.85	141.33	152.66	160.57	79.90	-0.006	0.021
29.960	24.83	416.33	0.004	0.027	9.945	10.025	13.96	322.18	-17.96	-336.06	18.81	16.97	-0.96	0.05	99.74	140.93	152.12	160.31	79.88	-0.008	0.020
29.980	24.83	415.82	0.010	0.031	9.943	10.035	13.98	306.76	-18.13	-329.77	11.05	13.94	-0.93	0.05	99.67	140.59	151.61	160.05	79.92	-0.009	0.019
30.000	24.82	415.36	0.008	0.030	9.940	10.043	13.97	292.01	-16.70	-331.43	11.24	2.52	-0.88	0.05	99.92	140.22	151.16	159.77	79.86	-0.010	0.018
30.020	24.82	414.81	0.019	0.031	9.937	10.057	13.97	281.41	-16.67	-336.40	12.28	-1.96	-0.84	0.05	100.10	139.91	150.68	159.50	79.92	-0.012	0.016
30.040	24.83	414.14	0.010	0.025	9.936	10.078	13.95	265.98	-14.73	-341.60	17.41	-4.62	-0.78	0.04	99.95	139.62	150.31	159.22	79.86	-0.014	0.014
30.060	24.84	413.36	0.011	0.028	9.935	10.099	13.97	243.84	-12.29	-345.28	25.11	-6.42	-0.71	0.04	99.88	139.30	149.86	158.98	79.88	-0.016	0.012
30.080	24.84	412.58	0.011	0.031	9.934	10.119	13.97	225.86	-12.20	-343.84	29.75	2.53	-0.66	0.04	99.85	139.01	149.43	158.70	79.88	-0.018	0.010
30.100	24.83	412.07	0.004	0.028	9.932	10.127	13.97	207.48	-11.39	-336.08	24.32	9.82	-0.62	0.03	99.99	138.57	148.95	158.30	79.88	-0.019	0.009
30.120	24.82	411.60	0.008	0.025	9.929	10.134	13.97	186.44	-11.53	-328.67	15.45	6.36	-0.57	0.04	99.99	138.30	148.52	157.99	79.90	-0.020	0.009
30.140	24.81	411.25	0.008	0.033	9.925	10.139	13.96	168.94	-11.66	-328.76	14.82	-0.97	-0.51	0.04	99.99	138.09	148.10	157.63	79.86	-0.021	0.008
